Unnamed: 0,baseMean,log2FoldChange,pvalue,padj
DSCAM-AS1,468.4827819730623,-6.995805553952068,2.4449601692208635e-78,5.810909308145586e-77
TMEM88,68.53121212123581,2.0114821267388536,3.1165021724348157e-78,7.397158066424647e-77
PCK1,356.8112342609568,4.92997225950449,4.800648079751645e-78,1.1349516356134851e-76
PLEKHM3,531.675394588325,1.5286576197824429,5.267809943721354e-78,1.2437576530281055e-76
CCL14,791.079338978449,3.146000363824678,5.474863444074657e-78,1.2909454617670912e-76
MASP1,46.81813054508697,3.614209640243194,5.646973822432814e-78,1.3297808171881162e-76
PER1,1659.225212285483,2.0493226309105523,7.9277472102233875e-78,1.8644232757568604e-76
CDC25A,273.07194984659577,-2.157446941526709,1.0232806725954546e-77,2.400228547588606e-76
CGA,313.3137561802947,-7.52640959242161,1.0496608376530198e-77,2.4588921763506248e-76
RELT,330.96333846157523,-1.5426115229441808,1.1789401864752455e-77,2.758135946038045e-76
ANGPTL2,2933.170417610783,1.862868323022374,1.3533936856341487e-77,3.158035929131231e-76
SCTR,4.222778197579539,2.932750377923813,1.6200669875463376e-77,3.7753872759131804e-76
SNCA,105.90230412161758,1.7742701004309072,1.743841503017146e-77,4.0585592646095526e-76
CNTNAP3B,118.18889396462748,2.8534020685322328,2.1342085563678056e-77,4.9542352309785125e-76
KIFC2,1317.6178009608186,-2.084409734874201,2.3648823171732632e-77,5.4826160593484537e-76
HIF3A,83.83965461072395,3.7115745839149046,2.4864862007352627e-77,5.757097856257232e-76
CELF2,1332.2733866910353,1.9155210513103755,3.2345948426192755e-77,7.479583744324778e-76
GPR68,412.4880938790442,-1.729010696875288,3.2945544493201787e-77,7.608427932895917e-76
FOXP3,205.26791593950284,-1.974316323985169,3.6620044567386866e-77,8.446144983511436e-76
CAMP,43.78470247412706,-4.030464622326678,7.470913182551444e-77,1.709924313108458e-75
CPM,1471.5801127090522,1.9320331132527475,7.890909666643684e-77,1.8037513765382707e-75
MAPK8IP2,1051.0499740968794,-2.6935494976004715,8.145523186900619e-77,1.859583563177413e-75
ADH1C,156.3242595756423,3.8737986401367737,9.278040519662056e-77,2.115440394978601e-75
PREX2,441.4897141803341,2.214402417885869,1.2265270767495583e-76,2.785924286733428e-75
STARD9,414.25878020857897,1.988269522732117,1.3207411375435516e-76,2.996128820743551e-75
TYMS,1253.4436585332926,-1.80172410206285,1.3299884264488138e-76,3.0132970106309993e-75
KIT,2020.031792580239,2.9820886897267656,1.4294885099730722e-76,3.234645879313596e-75
PHYHIPL,99.82086066322309,2.014996020180785,1.5513977047660287e-76,3.5016704923675e-75
GPRC5A,11017.075625953965,-2.332553642529596,1.7718595465860458e-76,3.984241566909776e-75
RMRP,2021.7096238966567,-6.211816542482336,2.1637661124025445e-76,4.8594016421716215e-75
PRRG3,59.00282521080021,2.957082719810081,2.7906318230477603e-76,6.259387179096126e-75
DMRT2,40.03483895323256,2.837113757482554,4.1235838496026094e-76,9.214643660930164e-75
WASF3,470.4291985466032,2.1304725508765583,5.1542144280208803e-76,1.1489096111354868e-74
RNF150,638.4022302953102,2.588752010939544,5.250856954629059e-76,1.168999717045457e-74
ADGRD1,162.65192893051977,2.5580661932439765,5.708595896736705e-76,1.269331409802273e-74
CBX7,1328.489841484312,1.5548188303160086,6.219005868514572e-76,1.381111897334474e-74
HOXC11,281.09976911473774,-3.5756742236525816,1.6635206256359227e-75,3.6761347421688415e-74
CCM2L,154.3505235776571,1.6331982249480512,1.821930904943629e-75,4.021245775929703e-74
ERICH4,1.419904697276417,2.5399410583081576,2.211139261756002e-75,4.862338592273247e-74
CBLN2,389.33837120720665,-5.718628943549017,2.7563458481286153e-75,6.046438862936415e-74
LHX2,27.77796332346233,-4.384688317230686,3.0174970135789635e-75,6.611229110092908e-74
AOC2,45.60572268751542,2.291912299527917,3.9459596577558787e-75,8.634914646191645e-74
ALAS2,5.041554955972787,3.459967342292225,5.063297630131872e-75,1.1053018573611472e-73
ADAM33,239.24163841034337,2.6818468294489315,5.54772026983255e-75,1.2095782809462368e-73
CD209,202.40096136075096,2.5823803765632163,5.5892868304819165e-75,1.2156868228626361e-73
LSR,4794.343833907285,-1.5617513365550018,5.750651487671782e-75,1.2477592538667773e-73
FADS3,715.7442546098828,1.5700798574185049,6.525533900058886e-75,1.4141809215296697e-73
PDGFD,979.102477340573,1.851657394658599,8.339095260015763e-75,1.805026843736101e-73
SOX7,275.32044425010747,1.871446539439721,8.362315860332366e-75,1.8078722385277588e-73
MEF2C-AS1,18.07769748758058,2.026184265231984,9.685124600723836e-75,2.09133424591322e-73
CHTF18,693.9701928011516,-1.822535113622396,1.3118506896584948e-74,2.8293087470230812e-73
EME1,744.756236192484,-1.6500337193483,1.4722905907471877e-74,3.1715224922410006e-73
CD80,60.85670819957748,-2.305191257772908,1.5558593375041894e-74,3.347522776040189e-73
GALE,1227.0841430101134,-1.596947666545112,1.558397564842579e-74,3.3489683716808667e-73
CDC7,413.8605610698936,-1.793571087280411,2.084343249032912e-74,4.4738582847663363e-73
CXCL2,162.30975878740003,3.348577110408502,2.1404489489128744e-74,4.5887952137745063e-73
CHL1,474.3029568063503,2.977623943280349,2.5932850474458176e-74,5.552972182740783e-73
WT1,167.71493465404015,-4.718515206814031,2.600923476033356e-74,5.562690209051554e-73
MATN2,1626.7698739175632,2.5308986330756578,2.798846765740625e-74,5.97886980529164e-73
MEDAG,387.8183299446498,2.3966671245409183,3.883142096587691e-74,8.265611124693895e-73
KCNMB1,343.3486889405288,2.4400431559937537,4.543512819270417e-74,9.648377991596256e-73
SLCO1C1,14.343213901803043,2.065035052987889,4.689700623734917e-74,9.947043497907725e-73
FREM1,208.6124976040772,2.84183395426102,5.480499327110621e-74,1.1610635174223494e-72
ZFP36,6629.049381431419,2.2277184588958536,5.733323317763953e-74,1.2131928492211837e-72
ZNF367,354.0206356789054,-1.657531086518771,6.367811115761701e-74,1.3458657557270666e-72
NR3C2,339.23578400701297,2.1252074966965964,9.229129331236704e-74,1.9460340390095354e-72
HSH2D,662.1859589395623,-2.512122951946264,1.0079072002733914e-73,2.1227566668668706e-72
MICAL2,3674.90600764243,-1.5177693978509788,1.1562917076746264e-73,2.4295665576713694e-72
CA9,258.6831013901028,-5.251894465717474,1.6278955552350815e-73,3.4124950751329797e-72
CNTNAP2,1230.1052918883502,-3.921503151080053,1.9023892978360328e-73,3.983252457452716e-72
CYYR1,802.3527885965334,1.845835684170856,2.4124039209581628e-73,5.039368563175003e-72
RGCC,754.578597224169,1.5404677155950426,2.625271046698858e-73,5.471296592562638e-72
TRBV26OR9-2,0.8897414759531145,3.403654733483685,3.1477464214390643e-73,6.552570972888928e-72
ACAN,223.44164413721083,-3.113110608186658,3.611537006052854e-73,7.500627319052363e-72
TNFRSF9,102.49189370641368,-2.670656274555976,3.902943532354007e-73,8.096464594746856e-72
ADCY4,422.66473489842167,1.7573660955168524,4.212258132740917e-73,8.728032324931062e-72
PRR36,1464.1428519750134,-2.178777144665898,4.667069719808212e-73,9.648145052101215e-72
KCNJ2-AS1,19.395172760532144,2.116871549050705,6.00562106680784e-73,1.238676602560918e-71
CDHR2,30.93599450817496,-2.176000107582562,6.90328551390524e-73,1.420556826393528e-71
TMEM100,151.56124979394767,3.269399052591794,7.738222122809284e-73,1.5905459080376838e-71
LINC00924,18.403263403778844,2.391525602931555,8.435337650353577e-73,1.7318501006629814e-71
NPR2,362.4690133414773,1.5860560821322005,8.531707042952532e-73,1.7496337277570312e-71
KY,19.546723823127977,3.33687942381162,1.0272659813659252e-72,2.101854135647681e-71
CASP14,619.0248512782034,-6.464193370951269,1.2845873885911192e-72,2.6253571868882734e-71
IFI6,11708.432939355807,-2.890979850246759,1.3383578825182528e-72,2.7321380937323695e-71
CELSR3,500.3619020063196,-2.49363356293744,1.5470523358622881e-72,3.150999672498627e-71
CLDN5,518.1455818879817,2.578715224989614,1.676711891397923e-72,3.41121521306625e-71
GAS1RR,32.35482578880705,2.1826539848560267,1.951335964313968e-72,3.960947120322379e-71
FBN2,412.5885037944096,-3.048236367805219,2.3693541858394915e-72,4.793200846753533e-71
FAM110D,110.99514203912332,2.136859649162807,5.221039164853499e-72,1.0538394462781909e-70
SMYD1,135.22739543714675,4.9681377093277534,6.091877105317796e-72,1.2282319413238489e-70
STMN1,6898.671614619875,-1.7580984496710448,6.174037579097244e-72,1.2433998913504035e-70
PIF1,101.98467573776306,-2.356626260566383,7.063757940649037e-72,1.419396108477114e-70
RSPO3,182.5201394482181,2.45212747657306,7.8052099949311e-72,1.5648791971960185e-70
PLPP7,87.8482965167926,1.864646862110453,1.884539404847113e-71,3.7490216275583804e-70
FOXH1,641.0592834129244,-2.0906925253724857,2.346679860703969e-71,4.658055688105311e-70
ADAMTS1,2410.4138853990457,2.2279386592761545,2.903463820913252e-71,5.756878983698055e-70
KANK3,214.8146458992708,1.692729956527202,3.0086168354935248e-71,5.958788134226911e-70
ISM1,478.5662728224564,2.199993980910928,3.0553170714512653e-71,6.038182902545217e-70
PTPRM,1795.5428915232894,1.527490611049292,3.4950764828663026e-71,6.891829935005818e-70
RHBDL1,142.04546484561027,-2.587490662802967,3.977882478115861e-71,7.835249526598353e-70
DNAH14,466.3931719110103,-1.7618210835118264,4.031399510241533e-71,7.931955352168209e-70
DBNDD1,1415.8882842654507,-1.858490834752498,4.103282914713281e-71,8.064546398862555e-70
DAAM2,925.4112593553266,1.7460634704426474,4.142843363500114e-71,8.133389640552083e-70
CLPSL2,45.614929539705614,-3.3589311992552804,5.767848882837853e-71,1.1262054445445314e-69
RIBC2,113.06943002589183,-1.8333390741161413,5.8238385395246185e-71,1.1359017255785843e-69
HOXC13,372.3082034614524,-2.888348147431649,8.266791669887888e-71,1.6054037848968427e-69
LINC00989,7.189571862381372,2.111056306031474,8.347534944342202e-71,1.6175827974219922e-69
TCEAL7,80.14591920436739,2.051786649482685,9.322802524680308e-71,1.8046210194483647e-69
FOSB,3839.8025024654735,3.4144652374877977,1.0113303500820118e-70,1.9555292889947862e-69
P2RY12,59.843593065769,2.533839465046712,1.2578798129126072e-70,2.424424851010078e-69
EPN3,1543.4180761601526,-2.1710668745987385,1.304793704175145e-70,2.5121478785106007e-69
CCNE1,284.8206782081068,-2.790440717118224,1.503558304289909e-70,2.885545477238302e-69
MSRB3,1660.547370855438,1.7697550476036068,1.7974486476508695e-70,3.445878048445214e-69
CAPN11,59.57257064840322,2.363328919792372,1.8035286025680624e-70,3.4538438894857323e-69
MYOM2,75.46076712846607,2.5321362787843387,2.011040572194109e-70,3.843036424648679e-69
SSPN,1353.1416548035752,1.6419074009333643,2.0748786411905028e-70,3.956601736187288e-69
DRP2,37.99049717840755,-2.150798969815351,2.369499548688167e-70,4.5136199470977135e-69
NEURL1,460.7294763393185,-3.479920316147504,2.6284441998019904e-70,5.001569747746227e-69
COL1A1,217503.96117610912,-2.2512879342513483,3.5795907026283566e-70,6.782700693554723e-69
ATP2A1-AS1,31.12829368498037,-2.273634745770736,3.9188431893519535e-70,7.417692214106694e-69
AHNAK,64961.312748528806,1.5373719590510109,4.074474815221102e-70,7.704149218580339e-69
KCNAB1,196.34366608882047,1.7556907130870747,5.362541828810219e-70,1.0107715396656574e-68
S100A14,6841.231937156713,-2.643602848337599,6.225334205679507e-70,1.170937075332422e-68
PDE1C,220.04986565468232,2.719771717796238,6.664715546397564e-70,1.2522686467492972e-68
CREB3L1,2405.026722509764,-2.269665430658184,7.346640478714086e-70,1.3775142816096711e-68
CYSRT1,70.74983868586871,-2.351939524154333,9.547877213805936e-70,1.786518339150508e-68
SLC22A3,97.36332748399728,2.8425836393628745,1.3177208054593768e-69,2.4630398055378184e-68
ADCYAP1R1,119.0510588791234,2.5897509821856386,1.3434461571705767e-69,2.508511742379691e-68
FOXJ1,213.2028387318272,-4.489490554384038,1.5610229155957374e-69,2.9087222427258473e-68
TIGD3,32.91507871248248,-2.015326789951021,1.7716406427919675e-69,3.2943336470734783e-68
ABCB5,31.071933314466506,3.531561047872344,2.1765633587249972e-69,4.043090363246518e-68
SPARCL1,10687.333380407634,1.730063771092726,2.2580365855775308e-69,4.190093949493611e-68
CDKN2B-AS1,39.175432080132566,-2.2728024757927106,3.484005764456228e-69,6.451702728318117e-68
RXRG,20.109107625748173,3.027255181052817,3.8033226020571135e-69,7.028508833296894e-68
SYN2,137.16055744895922,2.889908591299866,3.932798517430029e-69,7.260302119008686e-68
N4BP3,1194.570956310828,-1.820963892318252,3.985076609500964e-69,7.3492512518895455e-68
MRGPRF-AS1,4.920157652233646,2.3500724905215007,4.4230909768298543e-69,8.148659598381407e-68
IL4I1,537.5968538865658,-1.6074996470195948,4.459010699092422e-69,8.206409024052762e-68
NKX3-2,37.22899323861282,-2.934651905150192,6.70361138361005e-69,1.2249450373472375e-67
TNFSF4,256.1556612738332,-1.839498320843012,7.416302483642023e-69,1.352420038277159e-67
RBP7,497.8489034035122,2.24395249296706,7.991990090383888e-69,1.4559215246888172e-67
METRN,1785.1001685647232,-2.3714868384028303,8.61841041725838e-69,1.5652708150534854e-67
SMIM10,128.3634517008253,1.5378809702549467,1.3703851600142214e-68,2.486369192244205e-67
GIMAP6,827.0576517217419,1.5744882381409413,1.5076648500483955e-68,2.732680613057415e-67
PDE11A,108.93339718620506,2.49336977019464,1.5305601284484908e-68,2.77137951007868e-67
LAMA4,4101.4160203983465,1.509867345804894,1.561075894427893e-68,2.8237848638723904e-67
DNASE1L3,62.54118789960434,2.78014995650869,1.5965407984301983e-68,2.885028004736301e-67
TRDN,37.43179519279572,4.42153734743261,1.757780104013514e-68,3.1731998175471326e-67
TMEM170B,374.372223287488,1.5746771583125805,1.8064004381448678e-68,3.257693413273518e-67
HPD,27.31531355338775,3.1230807539888885,2.1607555896523782e-68,3.892831154690992e-67
ORM1,217.2689470565622,-5.490789749004283,2.3468412526473664e-68,4.2238434741729526e-67
LEF1,887.2230528866752,-2.031124755794387,2.47385549682279e-68,4.447982268034884e-67
SMIM22,1762.4047203126634,-2.496643115397552,2.6364129176794067e-68,4.7355148543382654e-67
ILDR2,61.08071706473333,-2.2866774920166657,2.6840490132665103e-68,4.8162575494054257e-67
NAT14,684.4205261326568,-1.709134480653424,2.9372103883203873e-68,5.2652650557463575e-67
TSACC,25.84922929974807,-1.875140324053289,3.163745898838e-68,5.665694252370168e-67
CFD,1791.807623707199,3.0942210929695344,3.265750809550234e-68,5.836716387108506e-67
DNASE1L2,70.37346925320605,-2.3700248706902856,3.5942700002470782e-68,6.411091539208111e-67
CCR8,22.908378780738524,-3.257343749960244,5.366246367106959e-68,9.533853941719532e-67
SEL1L2,4.549421690409192,3.7760963932302,5.453211944028395e-68,9.678776965741397e-67
MMP10,175.6488937095737,-3.752533616382106,6.949013085775809e-68,1.2309288332789842e-66
SLC9A9,272.54494845530525,1.5820345479634046,6.974404586812089e-68,1.23420824364651e-66
VIP,5.327846928501146,2.045975981547516,7.672061621239352e-68,1.3563297904583144e-66
ADAMTS9-AS2,35.325201492901606,2.8479961991564453,8.010399674162767e-68,1.4105850024845602e-66
PLAUR,1252.0194321918984,-1.7054426665131523,8.290022606362301e-68,1.4583937808682858e-66
GINS4,440.1745602381224,-1.9879767091692409,1.4195330157942663e-67,2.4850829693085187e-66
MFAP4,2564.358625362712,2.4852193166971874,1.4698427723250484e-67,2.5681459305356057e-66
CKMT2,71.3335495987641,2.332399432495305,1.521404472255087e-67,2.6556499854226923e-66
LINC01589,3.368833216033786,2.3913001791190616,1.6535683893130604e-67,2.883540444881784e-66
CLDN11,379.36115554216775,2.4365114091837508,2.127585860614327e-67,3.7065437556178144e-66
KLHL4,35.36314240112892,2.033178417651744,2.8922560822839003e-67,5.028938288808363e-66
XPNPEP2,59.00289450606113,2.838800570797472,3.6060187252445564e-67,6.257872340985333e-66
ZCCHC24,1614.01438824021,1.5424430262476596,3.966885348477777e-67,6.87082921747927e-66
AP1M2,3498.622438922822,-1.5437859084300505,4.457147626380626e-67,7.712541659380323e-66
RAMP1,612.1466989405474,-3.0099984592226248,5.634131490595664e-67,9.730399948724598e-66
SPRY1,1623.6883661365964,1.7778623250594026,6.35775721745959e-67,1.0959038953899608e-65
CBX2,816.8007742367224,-2.6783621682903966,8.626002037270694e-67,1.4840362469490445e-65
USP44,21.68848115588216,2.2903595834805763,9.435536584190065e-67,1.6202035259971917e-65
LAMP5-AS1,23.656488494567665,-2.8588919402335247,9.858270265538476e-67,1.691174011900788e-65
ADAM19,795.4315181026568,-1.7084464721063592,1.1922283636682984e-66,2.043299499299326e-65
TACC1,3708.90399127814,1.8070247783748523,1.3726471323747392e-66,2.345788585079268e-65
HOXA5,146.27731274170552,2.379506707035918,1.4039850009665697e-66,2.3970605953705168e-65
POSTN,37833.21069081255,-2.1457797944636274,1.4074474751573722e-66,2.400687974736111e-65
SAMD4A,659.4838162534107,1.6423959982437262,1.7226166501816182e-66,2.929917836100375e-65
JAKMIP1,60.202631754470815,-2.7875897289477805,1.8850834438303024e-66,3.203213760993461e-65
EPDR1,471.6130379496883,1.829526021866899,2.0470774953985842e-66,3.471905347583384e-65
SCN9A,51.58776850538026,2.209762852683072,4.015984927155226e-66,6.798380521969186e-65
MRGPRF,236.02242192858265,2.0308850040849675,5.121849360794407e-66,8.662249286531088e-65
KLK4,118.05094163767276,-3.0613934433858057,5.225076080332454e-66,8.828508962851747e-65
CACNA2D1,523.9156532793465,1.934436001609808,5.935720689429996e-66,1.001980922400111e-64
AGPAT2,2196.787919282121,1.7292740852103337,6.640223999887656e-66,1.1187998070796624e-64
ABCB1,203.44200542606404,2.03319245755827,6.7825454189555e-66,1.1417072701476314e-64
SLC7A5,4099.351201153663,-2.5444570090119303,7.536748766921946e-66,1.2662867029367736e-64
LINC00511,204.43240791998488,-2.9435216117412457,8.293463338154142e-66,1.3921226018693914e-64
ADORA2A,612.2751214199097,-2.420206785035588,9.823424373638328e-66,1.6458592620034188e-64
SRMS,127.85038656134554,-2.3358337441322248,1.1497737018828721e-65,1.9245838905397632e-64
TGFBR3,2474.967579657259,2.469634449465385,1.1789451061164912e-65,1.9715741830525925e-64
B3GALT1,23.506746903607866,3.0716188392931345,1.2168408105479436e-65,2.033053212706918e-64
SMYD3,1148.2740467717426,-1.5053974127645957,1.6017103279035242e-65,2.6711050301023085e-64
CX3CL1,3168.734142462014,2.4141029586112825,2.9815035931569054e-65,4.949130478779603e-64
COL22A1,278.45539607550023,-3.256097536035489,3.791212818305757e-65,6.287386581486e-64
ATP1A3,130.01480330809878,-3.354305594559086,4.985544444730365e-65,8.252823756110856e-64
GOLGA8S,19.52905727523792,1.5189360683574888,5.110845145868096e-65,8.452442884558261e-64
GPR19,53.43851236133284,-2.3152375783618657,5.193024646709575e-65,8.580445143697664e-64
TYMP,3397.525611447648,-1.845830181474037,5.659032932091911e-65,9.341829524697078e-64
AKR1C1,1147.4709285102842,3.341639620047198,7.197750288924079e-65,1.1860094690950752e-63
AKR1C3,1049.1971924613656,2.416823956691553,1.1755651481008998e-64,1.935260643809408e-63
SPATA17,198.14020660213487,-1.847279700038988,1.3816980363983772e-64,2.270438604865612e-63
FGF14-AS2,53.92445514648837,2.049255414743325,1.395832128261406e-64,2.28947090580646e-63
PRRT3,569.2705471637819,-1.8734920983020544,1.4050048753964346e-64,2.3024116423848056e-63
S100A7,1240.0651943466935,-6.59689251439136,1.6579898155153954e-64,2.712030013637945e-63
APOBEC3B-AS1,93.32838802021011,-2.617494660940732,1.7221046723303583e-64,2.814339366147172e-63
TMC2,9.080769223974109,2.466914460118781,1.74109119048421e-64,2.8427789192037e-63
MAMDC2-AS1,37.27746493897718,1.93930785407846,2.1144975874562888e-64,3.4493222463014224e-63
FGF13-AS1,7.1145315042384025,2.820023607612316,3.0949838402246235e-64,5.03503082765101e-63
LRP1,16051.62157260936,1.6436484260704176,3.1136026410933874e-64,5.060732408675702e-63
EVPL,1738.783985131818,-1.6616054124680184,3.1523073080280994e-64,5.11900473622228e-63
IGFL2,51.39865208895086,-3.133473976439511,4.789581798278429e-64,7.756701785948387e-63
PTK6,670.1429995086778,-2.019783951301656,5.279566225786697e-64,8.542519058207078e-63
LRRC38,3.494996317530503,3.7321731976511066,5.63319384025784e-64,9.106489213476278e-63
CHEK1,574.3339863158344,-1.5284327750102873,6.795018505205076e-64,1.0974780563222312e-62
ADAMDEC1,303.5606753537276,-3.096019800051771,8.401213199231316e-64,1.3520302210493878e-62
TLX1,66.90963558806254,-5.962583297952343,9.390760608386917e-64,1.5085748286203655e-62
SPOCD1,172.6261114491629,-2.542507700870654,1.0842990305779924e-63,1.7387544061386499e-62
IER5L,769.8767160286407,-1.841153884467284,1.1445185113577192e-63,1.8320464021233641e-62
ITM2A,987.2247727415285,2.196115768668834,1.156731543838645e-63,1.8499457061177044e-62
DEGS2,3352.7951366411394,-2.1792143351313813,1.1839259385947025e-63,1.891751294937074e-62
WT1-AS,34.475751210866015,-4.790465545959249,1.2261465628067802e-63,1.95747098959118e-62
DCN,26203.995982327186,2.009123601366653,1.368906514228736e-63,2.1834363103395945e-62
LINC00052,87.20047994981921,-7.4539539221343665,1.5052453921878526e-63,2.3987676125593986e-62
LARP6,396.25152675579807,1.6644630637224576,1.659789246720802e-63,2.6380211021397763e-62
DDIAS,286.3366659371996,-1.694966221996898,2.5236927816563737e-63,4.00399144774907e-62
B4GALNT4,993.1535427297974,-1.917846743600432,2.950952836177857e-63,4.669479514318824e-62
COL5A1,16026.129922160071,-1.9127285118135613,3.031144047667571e-63,4.792145267960079e-62
FOS,11668.801435447316,2.582055538781585,3.3398988886253336e-63,5.270989063983552e-62
CHRNA9,45.90136700252732,-5.47174669711428,3.395463110912944e-63,5.353971007225119e-62
APOBEC3B,479.4072459800928,-2.507348262442165,3.4565594155520987e-63,5.4455225770559136e-62
IL33,618.0055025358255,2.7318167800957,3.911274885305063e-63,6.156483907185443e-62
CREB3L4,4176.30139371742,-1.6590357100788828,4.679397525761015e-63,7.359080561109172e-62
KLHL13,423.9803737888712,2.5800895653286786,5.466387172772634e-63,8.581701787246906e-62
FCGR1A,343.434433717072,-1.6436152091948475,7.234249313131237e-63,1.1327344648763258e-61
BMPR1B,6043.005999259744,-4.137931617248676,7.44580004431391e-63,1.1648425108558743e-61
HOXB13,174.62048164732758,-6.076348236726176,7.97587994021143e-63,1.244514692583947e-61
CDH23,283.0328383185643,1.902478817222244,9.567147658774542e-63,1.4902161249049511e-61
SCN11A,23.25130015876274,2.109501466685276,1.018779785838018e-62,1.585514698792489e-61
GPR34,320.7179590507589,1.7475747134839652,1.0291265956212487e-62,1.6002294308342878e-61
FBLN5,2136.9496817530426,1.835967001082668,1.2048936860586023e-62,1.871914485076672e-61
SULF1,9589.668902054264,-1.896178497768707,1.4779620352432412e-62,2.294165290692449e-61
MUC1,18593.11729842268,-2.5313119241508675,2.0621634454800856e-62,3.184463069336889e-61
CD248,1935.3857055789256,1.7120511839485144,2.500255886138107e-62,3.8576605005040575e-61
PPP2R2C,740.6167433132283,-3.447802521732472,2.5474182736323674e-62,3.927050988149416e-61
ZMYND10,465.7636836775149,-2.5265849288220656,2.9535715376469107e-62,4.545359148502244e-61
MYLK2,13.149123910898638,-2.5224027367705992,3.051819796680372e-62,4.6925325134218166e-61
EGR2,954.901772432633,2.169564101685212,3.1742220477725603e-62,4.876561680242365e-61
EMX2OS,98.51489583293336,2.264465335120081,4.166110471320956e-62,6.394926116114905e-61
TRPM3,11.088760300687923,2.765470490841393,4.577081683918673e-62,7.019756729592878e-61
SDC1,12504.704225289172,-1.8926413682940024,7.358155206499937e-62,1.121790459009642e-60
P2RY14,80.86200935784423,1.77538744306314,8.371753767045219e-62,1.2741539405925312e-60
SOCS3,2759.368731198319,1.92348362028826,8.858739063654146e-62,1.3459882621355632e-60
DUSP1,6490.389959016765,2.032662997110534,9.981549722702778e-62,1.5153039612874674e-60
KLHL30,33.620556098787,2.795631305658919,1.0447901457683612e-61,1.5847603022542245e-60
CDKN2A,655.0562689848448,-2.768085148444434,1.8390110837774208e-61,2.784743872346164e-60
TMEM92,41.55579455849512,-2.6142880205672467,2.006575664841791e-61,3.030807553023661e-60
ALDH1A2,168.08940607610796,2.491494678893473,2.293334542136917e-61,3.4610256538355634e-60
KIF1A,581.335510053348,-4.722483298020189,2.376709425429872e-61,3.5838381453708914e-60
LINC00445,1.6331321619586066,3.5006197566464228,2.464854518641397e-61,3.713631358732261e-60
PVALB,360.3347751859065,-4.969717989108263,2.646366548533465e-61,3.983758502255411e-60
RAPGEF3,690.1710803083117,1.6825663191034663,3.0324892437719764e-61,4.56118918610598e-60
ARL4A,793.9585082049038,1.5468843463579225,3.2879747989659156e-61,4.9371899408070624e-60
AKAP6,179.21627720905002,2.102517083597067,4.4415675963896856e-61,6.647163381953004e-60
ANKRD22,219.6073729026673,-2.108933960502973,5.6075917158330185e-61,8.371266701240242e-60
PPP1R14B,1906.804822302868,-1.558419372114688,5.6915505192167496e-61,8.489541356344584e-60
DPEP1,48.15046385780563,-2.425515806867131,8.980429065794107e-61,1.3328769161009881e-59
ESR2,31.181485834911427,1.7638163320560976,9.907777941274256e-61,1.4692989039522745e-59
ULBP1,58.4105938217127,-3.08556648414602,1.0449771039027324e-60,1.5483954708860969e-59
FOXO6,200.96877394395665,-1.694865461773239,1.7746181786033422e-60,2.612284544451056e-59
UNC13A,97.73657877490984,-3.4297444374676016,1.8241959240786022e-60,2.6830632509562655e-59
SIAH2,3502.965705107567,-1.6432011261090878,1.9474404896770096e-60,2.859645838524081e-59
NPW,40.138700348235325,-3.997536071531566,2.4770862083319795e-60,3.62256193335852e-59
AASS,226.4139484709371,1.7104485050599432,2.5586282995490023e-60,3.7387643491129733e-59
VIT,182.0554887047812,2.918888174556077,2.8421360765409345e-60,4.149657425341785e-59
CST5,113.46904865575314,-6.535190006183977,2.933892609469014e-60,4.280143819862765e-59
NAT1,4455.146892170424,-3.251233391559978,3.282363755054948e-60,4.780741495187175e-59
STARD10,7655.559203729706,-2.098267353612992,3.509738923866842e-60,5.107766038107594e-59
MAML2,1118.8498532616225,1.8111897943779387,3.976126155185988e-60,5.781815861317453e-59
PAK3,138.9648942646053,2.4963450916760914,4.3870534900633165e-60,6.36903623185244e-59
CXCL9,3369.111791279024,-3.134611206033735,6.59058263289729e-60,9.514192660073125e-59
CMA1,33.22288532464899,2.886531654386731,7.47452566094161e-60,1.0764276762434689e-58
CAPSL,41.71693515313825,-4.027313395630402,9.222603051864637e-60,1.3249830997810973e-58
TMEM178A,86.10640562731629,2.112648381078921,1.042196251099318e-59,1.494897644262683e-58
KCNB1,231.29132582387405,2.7726591544101056,1.0805984826030976e-59,1.5487427453538325e-58
ADAMTSL2,309.1968922822243,-1.6543252392057544,1.1489214516275238e-59,1.6453508801280357e-58
CAPS,1799.0267279821142,-2.19067422610713,1.216340284026986e-59,1.73912430729723e-58
TSHZ2,908.6309426668544,2.217319000280408,1.2447588163437113e-59,1.7783401433496466e-58
ERMN,63.84679160273169,-2.570253968562154,1.3638796779716996e-59,1.946973503701208e-58
RASSF9,140.82383525963706,2.0299403457728937,1.3705248393016466e-59,1.954904428968899e-58
BRCA2,395.5762529580886,-1.5824613210639675,1.4832668058025113e-59,2.1106851358699647e-58
GRIN2D,143.56439428607104,-2.228696053699556,2.4899176838824377e-59,3.526368028380936e-58
TJP3,1809.478412537134,-1.7154920830291982,2.832185514890583e-59,4.007944548832541e-58
PENK,63.63013259817083,3.860305678124225,2.995901902147557e-59,4.23294990016817e-58
PI16,613.6791062975369,3.728125097057423,3.014181580882164e-59,4.255426773198233e-58
IQSEC3,81.6718699670957,2.00408815210071,3.162922448061065e-59,4.461908837107528e-58
DLK2,72.20042027248927,1.6890895409975175,3.344003295630424e-59,4.7136524066608266e-58
