,0,1
4261,ENSG00000116649,SRM
4262,ENSG00000116661,FBXO2
4263,ENSG00000116663,FBXO6
4264,ENSG00000116667,C1orf21
4265,ENSG00000116668,SWT1
4266,ENSG00000116670,MAD2L2
4267,ENSG00000116675,DNAJC6
4268,ENSG00000116678,LEPR
4269,ENSG00000116679,IVNS1ABP
4270,ENSG00000116685,KIAA2013
4271,ENSG00000116688,MFN2
4272,ENSG00000116690,PRG4
4273,ENSG00000116691,MIIP
4274,ENSG00000116698,SMG7
4275,ENSG00000116701,NCF2
4276,ENSG00000116703,PDC
4277,ENSG00000116704,SLC35D1
4278,ENSG00000116711,PLA2G4A
4279,ENSG00000116717,GADD45A
4280,ENSG00000116729,WLS
4281,ENSG00000116731,PRDM2
4282,ENSG00000116741,RGS2
4283,ENSG00000116745,RPE65
4284,ENSG00000116748,AMPD1
4285,ENSG00000116750,UCHL5
4286,ENSG00000116752,BCAS2
4287,ENSG00000116754,SRSF11
4288,ENSG00000116761,CTH
4289,ENSG00000116771,AGMAT
4290,ENSG00000116774,OLFML3
4291,ENSG00000116783,TNNI3K
4292,ENSG00000116785,CFHR3
4293,ENSG00000116786,PLEKHM2
4294,ENSG00000116791,CRYZ
4295,ENSG00000116793,PHTF1
4296,ENSG00000116809,ZBTB17
4297,ENSG00000116815,CD58
4298,ENSG00000116819,TFAP2E
4299,ENSG00000116824,CD2
4300,ENSG00000116830,TTF2
4301,ENSG00000116833,NR5A2
4302,ENSG00000116852,KIF21B
4303,ENSG00000116857,TMEM9
4304,ENSG00000116871,MAP7D1
4305,ENSG00000116874,WARS2
4306,ENSG00000116882,HAO2
4307,ENSG00000116885,OSCP1
4308,ENSG00000116898,MRPS15
4309,ENSG00000116903,EXOC8
4310,ENSG00000116906,GNPAT
4311,ENSG00000116918,TSNAX
4312,ENSG00000116954,RRAGC
4313,ENSG00000116962,NID1
4314,ENSG00000116977,LGALS8
4315,ENSG00000116981,NT5C1A
4316,ENSG00000116983,HPCAL4
4317,ENSG00000116984,MTR
4318,ENSG00000116985,BMP8B
4319,ENSG00000116990,MYCL
4320,ENSG00000116991,SIPA1L2
4321,ENSG00000116996,ZP4
4322,ENSG00000117000,RLF
4323,ENSG00000117009,KMO
4324,ENSG00000117010,ZNF684
4325,ENSG00000117013,KCNQ4
4326,ENSG00000117016,RIMS3
4327,ENSG00000117020,AKT3
4328,ENSG00000117036,ETV3
4329,ENSG00000117054,ACADM
4330,ENSG00000117069,ST6GALNAC5
4331,ENSG00000117090,SLAMF1
4332,ENSG00000117091,CD48
4333,ENSG00000117114,ADGRL2
4334,ENSG00000117115,PADI2
4335,ENSG00000117118,SDHB
4336,ENSG00000117122,MFAP2
4337,ENSG00000117133,RPF1
4338,ENSG00000117139,KDM5B
4339,ENSG00000117143,UAP1
4340,ENSG00000117148,ACTL8
4341,ENSG00000117151,CTBS
4342,ENSG00000117152,RGS4
4343,ENSG00000117153,KLHL12
4344,ENSG00000117154,IGSF21
4345,ENSG00000117155,SSX2IP
4346,ENSG00000117174,ZNHIT6
4347,ENSG00000117215,PLA2G2D
4348,ENSG00000117222,RBBP5
4349,ENSG00000117226,GBP3
4350,ENSG00000117228,GBP1
4351,ENSG00000117242,PINK1-AS
4352,ENSG00000117245,KIF17
4353,ENSG00000117262,GPR89A
4354,ENSG00000117266,CDK18
4355,ENSG00000117280,RAB29
4356,ENSG00000117281,CD160
4357,ENSG00000117298,ECE1
4358,ENSG00000117305,HMGCL
4359,ENSG00000117308,GALE
4360,ENSG00000117318,ID3
4361,ENSG00000117322,CR2
4362,ENSG00000117335,CD46
4363,ENSG00000117360,PRPF3
4364,ENSG00000117362,APH1A
4365,ENSG00000117385,P3H1
4366,ENSG00000117394,SLC2A1
4367,ENSG00000117395,EBNA1BP2
4368,ENSG00000117399,CDC20
4369,ENSG00000117400,MPL
4370,ENSG00000117407,ARTN
4371,ENSG00000117408,IPO13
4372,ENSG00000117410,ATP6V0B
4373,ENSG00000117411,B4GALT2
4374,ENSG00000117419,ERI3
4375,ENSG00000117425,PTCH2
4376,ENSG00000117448,AKR1A1
4377,ENSG00000117450,PRDX1
4378,ENSG00000117461,PIK3R3
4379,ENSG00000117472,TSPAN1
4380,ENSG00000117475,BLZF1
4381,ENSG00000117477,CCDC181
4382,ENSG00000117479,SLC19A2
4383,ENSG00000117480,FAAH
4384,ENSG00000117481,NSUN4
4385,ENSG00000117500,TMED5
4386,ENSG00000117501,MROH9
4387,ENSG00000117505,DR1
4388,ENSG00000117519,CNN3
4389,ENSG00000117523,PRRC2C
4390,ENSG00000117525,F3
4391,ENSG00000117528,ABCD3
4392,ENSG00000117533,VAMP4
4393,ENSG00000117543,DPH5
4394,ENSG00000117560,FASLG
4395,ENSG00000117569,PTBP2
4396,ENSG00000117586,TNFSF4
4397,ENSG00000117592,PRDX6
4398,ENSG00000117593,DARS2
4399,ENSG00000117594,HSD11B1
4400,ENSG00000117595,IRF6
4401,ENSG00000117598,PLPPR5
4402,ENSG00000117600,PLPPR4
4403,ENSG00000117601,SERPINC1
4404,ENSG00000117602,RCAN3
4405,ENSG00000117614,SYF2
4406,ENSG00000117616,RSRP1
4407,ENSG00000117620,SLC35A3
4408,ENSG00000117625,RCOR3
4409,ENSG00000117632,STMN1
4410,ENSG00000117640,MTFR1L
4411,ENSG00000117643,MAN1C1
4412,ENSG00000117650,NEK2
4413,ENSG00000117682,DHDDS
4414,ENSG00000117691,NENF
4415,ENSG00000117697,NSL1
4416,ENSG00000117707,PROX1
4417,ENSG00000117713,ARID1A
4418,ENSG00000117724,CENPF
4419,ENSG00000117748,RPA2
4420,ENSG00000117751,PPP1R8
4421,ENSG00000117758,STX12
4422,ENSG00000117834,SLC5A9
4423,ENSG00000117859,OSBPL9
4424,ENSG00000117862,TXNDC12
4425,ENSG00000117868,ESYT2
4426,ENSG00000117906,RCN2
4427,ENSG00000117971,CHRNB4
4428,ENSG00000117983,MUC5B
4429,ENSG00000117984,CTSD
4430,ENSG00000118004,COLEC11
4431,ENSG00000118007,STAG1
4432,ENSG00000118017,A4GNT
4433,ENSG00000118046,STK11
4434,ENSG00000118058,KMT2A
4435,ENSG00000118094,TREH
4436,ENSG00000118096,IFT46
4437,ENSG00000118113,MMP8
4438,ENSG00000118137,APOA1
4439,ENSG00000118156,ZNF541
4440,ENSG00000118160,SLC8A2
4441,ENSG00000118162,KPTN
4442,ENSG00000118181,RPS25
4443,ENSG00000118193,KIF14
4444,ENSG00000118194,TNNT2
4445,ENSG00000118197,DDX59
4446,ENSG00000118200,CAMSAP2
4447,ENSG00000118217,ATF6
4448,ENSG00000118231,CRYGD
4449,ENSG00000118242,MREG
4450,ENSG00000118245,TNP1
4451,ENSG00000118246,FASTKD2
4452,ENSG00000118257,NRP2
4453,ENSG00000118260,CREB1
4454,ENSG00000118263,KLF7
4455,ENSG00000118271,TTR
4456,ENSG00000118276,B4GALT6
4457,ENSG00000118292,C1orf54
4458,ENSG00000118298,CA14
4459,ENSG00000118322,ATP10B
4460,ENSG00000118363,SPCS2
4461,ENSG00000118369,USP35
4462,ENSG00000118402,ELOVL4
4463,ENSG00000118407,FILIP1
4464,ENSG00000118418,HMGN3
4465,ENSG00000118420,UBE3D
4466,ENSG00000118432,CNR1
4467,ENSG00000118434,SPACA1
4468,ENSG00000118454,ANKRD13C
4469,ENSG00000118473,SGIP1
4470,ENSG00000118482,PHF3
4471,ENSG00000118492,ADGB
4472,ENSG00000118495,PLAGL1
4473,ENSG00000118496,FBXO30
4474,ENSG00000118503,TNFAIP3
4475,ENSG00000118507,AKAP7
4476,ENSG00000118508,RAB32
4477,ENSG00000118513,MYB
4478,ENSG00000118514,ALDH8A1
4479,ENSG00000118515,SGK1
4480,ENSG00000118518,RNF146
4481,ENSG00000118520,ARG1
4482,ENSG00000118526,TCF21
4483,ENSG00000118557,PMFBP1
4484,ENSG00000118564,FBXL5
4485,ENSG00000118579,MED28
4486,ENSG00000118596,SLC16A7
4487,ENSG00000118640,VAMP8
4488,ENSG00000118655,DCLRE1B
4489,ENSG00000118680,MYL12B
4490,ENSG00000118689,FOXO3
4491,ENSG00000118690,ARMC2
4492,ENSG00000118702,GHRH
4493,ENSG00000118707,TGIF2
4494,ENSG00000118729,CASQ2
4495,ENSG00000118733,OLFM3
4496,ENSG00000118762,PKD2
4497,ENSG00000118777,ABCG2
4498,ENSG00000118785,SPP1
4499,ENSG00000118804,STBD1
4500,ENSG00000118816,CCNI
4501,ENSG00000118849,RARRES1
4502,ENSG00000118855,MFSD1
4503,ENSG00000118873,RAB3GAP2
4504,ENSG00000118894,EEF2KMT
4505,ENSG00000118898,PPL
4506,ENSG00000118900,UBN1
4507,ENSG00000118922,KLF12
4508,ENSG00000118939,UCHL3
4509,ENSG00000118946,PCDH17
4510,ENSG00000118960,HS1BP3
4511,ENSG00000118961,LDAH
4512,ENSG00000118965,WDR35
4513,ENSG00000118971,CCND2
4514,ENSG00000118972,FGF23
4515,ENSG00000118985,ELL2
4516,ENSG00000118997,DNAH7
4517,ENSG00000119004,CYP20A1
4518,ENSG00000119013,NDUFB3
4519,ENSG00000119041,GTF3C3
4520,ENSG00000119042,SATB2
4521,ENSG00000119048,UBE2B
4522,ENSG00000119121,TRPM6
4523,ENSG00000119125,GDA
4524,ENSG00000119138,KLF9
4525,ENSG00000119139,TJP2
4526,ENSG00000119185,ITGB1BP1
4527,ENSG00000119203,CPSF3
4528,ENSG00000119227,PIGZ
4529,ENSG00000119231,SENP5
4530,ENSG00000119242,CCDC92
4531,ENSG00000119280,C1orf198
4532,ENSG00000119283,TRIM67
4533,ENSG00000119285,HEATR1
4534,ENSG00000119314,PTBP3
4535,ENSG00000119318,RAD23B
4536,ENSG00000119321,FKBP15
4537,ENSG00000119326,CTNNAL1
4538,ENSG00000119335,SET
4539,ENSG00000119392,GLE1
4540,ENSG00000119396,RAB14
4541,ENSG00000119397,CNTRL
4542,ENSG00000119401,TRIM32
4543,ENSG00000119402,FBXW2
4544,ENSG00000119403,PHF19
4545,ENSG00000119408,NEK6
4546,ENSG00000119411,BSPRY
4547,ENSG00000119414,PPP6C
4548,ENSG00000119421,NDUFA8
4549,ENSG00000119431,HDHD3
4550,ENSG00000119446,RBM18
4551,ENSG00000119457,SLC46A2
4552,ENSG00000119471,HSDL2
4553,ENSG00000119487,MAPKAP1
4554,ENSG00000119508,NR4A3
4555,ENSG00000119509,INVS
4556,ENSG00000119514,GALNT12
4557,ENSG00000119522,DENND1A
4558,ENSG00000119523,ALG2
4559,ENSG00000119535,CSF3R
4560,ENSG00000119537,KDSR
4561,ENSG00000119541,VPS4B
4562,ENSG00000119547,ONECUT2
4563,ENSG00000119559,C19orf25
4564,ENSG00000119574,ZBTB45
4565,ENSG00000119596,YLPM1
4566,ENSG00000119599,DCAF4
4567,ENSG00000119608,PROX2
4568,ENSG00000119614,VSX2
4569,ENSG00000119616,FCF1
4570,ENSG00000119630,PGF
4571,ENSG00000119632,IFI27L2
4572,ENSG00000119636,BBOF1
4573,ENSG00000119638,NEK9
4574,ENSG00000119640,ACYP1
4575,ENSG00000119650,IFT43
4576,ENSG00000119655,NPC2
4577,ENSG00000119661,DNAL1
4578,ENSG00000119669,IRF2BPL
4579,ENSG00000119673,ACOT2
4580,ENSG00000119681,LTBP2
4581,ENSG00000119682,AREL1
4582,ENSG00000119684,MLH3
4583,ENSG00000119685,TTLL5
4584,ENSG00000119686,FLVCR2
4585,ENSG00000119688,ABCD4
4586,ENSG00000119689,DLST
4587,ENSG00000119698,PPP4R4
4588,ENSG00000119699,TGFB3
4589,ENSG00000119703,ZC2HC1C
4590,ENSG00000119705,SLIRP
4591,ENSG00000119707,RBM25
4592,ENSG00000119711,ALDH6A1
4593,ENSG00000119714,GPR68
4594,ENSG00000119715,ESRRB
4595,ENSG00000119718,EIF2B2
4596,ENSG00000119720,NRDE2
4597,ENSG00000119723,COQ6
4598,ENSG00000119725,ZNF410
4599,ENSG00000119729,RHOQ
4600,ENSG00000119737,GPR75
4601,ENSG00000119760,SUPT7L
4602,ENSG00000119771,KLHL29
4603,ENSG00000119772,DNMT3A
4604,ENSG00000119777,TMEM214
4605,ENSG00000119778,ATAD2B
4606,ENSG00000119782,FKBP1B
4607,ENSG00000119787,ATL2
4608,ENSG00000119801,YPEL5
4609,ENSG00000119812,FAM98A
4610,ENSG00000119820,YIPF4
4611,ENSG00000119844,AFTPH
4612,ENSG00000119862,LGALSL
4613,ENSG00000119865,CNRIP1
4614,ENSG00000119866,BCL11A
4615,ENSG00000119878,CRIPT
4616,ENSG00000119888,EPCAM
4617,ENSG00000119899,SLC17A5
4618,ENSG00000119900,OGFRL1
4619,ENSG00000119906,SLF2
4620,ENSG00000119912,IDE
4621,ENSG00000119913,TECTB
4622,ENSG00000119915,ELOVL3
4623,ENSG00000119917,IFIT3
4624,ENSG00000119919,NKX2-3
4625,ENSG00000119922,IFIT2
4626,ENSG00000119927,GPAM
4627,ENSG00000119929,CUTC
4628,ENSG00000119938,PPP1R3C
4629,ENSG00000119943,PYROXD2
4630,ENSG00000119946,CNNM1
4631,ENSG00000119950,MXI1
4632,ENSG00000119953,SMNDC1
4633,ENSG00000119965,C10orf88
4634,ENSG00000119969,HELLS
4635,ENSG00000119973,PRLHR
4636,ENSG00000119977,TCTN3
4637,ENSG00000119986,AVPI1
4638,ENSG00000120008,WDR11
4639,ENSG00000120049,KCNIP2
4640,ENSG00000120051,CFAP58
4641,ENSG00000120053,GOT1
4642,ENSG00000120055,C10orf95
4643,ENSG00000120057,SFRP5
4644,ENSG00000120063,GNA13
4645,ENSG00000120068,HOXB8
4646,ENSG00000120075,HOXB5
4647,ENSG00000120093,HOXB3
4648,ENSG00000120094,HOXB1
4649,ENSG00000120129,DUSP1
4650,ENSG00000120137,PANK3
4651,ENSG00000120149,MSX2
4652,ENSG00000120156,TEK
4653,ENSG00000120158,RCL1
4654,ENSG00000120159,CAAP1
4655,ENSG00000120160,EQTN
4656,ENSG00000120162,MOB3B
4657,ENSG00000120210,INSL6
4658,ENSG00000120211,INSL4
4659,ENSG00000120215,MLANA
4660,ENSG00000120217,CD274
4661,ENSG00000120251,GRIA2
4662,ENSG00000120253,NUP43
4663,ENSG00000120254,MTHFD1L
4664,ENSG00000120256,LRP11
4665,ENSG00000120262,CCDC170
4666,ENSG00000120265,PCMT1
4667,ENSG00000120278,PLEKHG1
4668,ENSG00000120279,MYCT1
4669,ENSG00000120289,MAGEB4
4670,ENSG00000120306,CYSTM1
4671,ENSG00000120314,WDR55
4672,ENSG00000120318,ARAP3
4673,ENSG00000120322,PCDHB8
4674,ENSG00000120324,PCDHB10
4675,ENSG00000120327,PCDHB14
4676,ENSG00000120329,SLC25A2
4677,ENSG00000120332,TNN
4678,ENSG00000120333,MRPS14
4679,ENSG00000120334,CENPL
4680,ENSG00000120337,TNFSF18
4681,ENSG00000120341,SEC16B
4682,ENSG00000120370,GORAB
4683,ENSG00000120436,GPR31
4684,ENSG00000120437,ACAT2
4685,ENSG00000120438,TCP1
4686,ENSG00000120451,SNX19
4687,ENSG00000120457,KCNJ5
4688,ENSG00000120458,MSANTD2
4689,ENSG00000120471,TP53AIP1
4690,ENSG00000120498,TEX11
4691,ENSG00000120500,ARR3
4692,ENSG00000120509,PDZD11
4693,ENSG00000120519,SLC10A7
4694,ENSG00000120526,NUDCD1
4695,ENSG00000120533,ENY2
4696,ENSG00000120539,MASTL
4697,ENSG00000120549,KIAA1217
4698,ENSG00000120563,LYZL1
4699,ENSG00000120594,PLXDC2
4700,ENSG00000120616,EPC1
4701,ENSG00000120645,IQSEC3
4702,ENSG00000120647,CCDC77
4703,ENSG00000120656,TAF12
4704,ENSG00000120658,ENOX1
4705,ENSG00000120659,TNFSF11
4706,ENSG00000120662,MTRF1
4707,ENSG00000120669,SOHLH2
4708,ENSG00000120675,DNAJC15
4709,ENSG00000120685,PROSER1
4710,ENSG00000120686,UFM1
4711,ENSG00000120688,WBP4
4712,ENSG00000120690,ELF1
4713,ENSG00000120693,SMAD9
4714,ENSG00000120694,HSPH1
4715,ENSG00000120696,KBTBD7
4716,ENSG00000120697,ALG5
4717,ENSG00000120699,EXOSC8
4718,ENSG00000120705,ETF1
4719,ENSG00000120708,TGFBI
4720,ENSG00000120709,FAM53C
4721,ENSG00000120725,SIL1
4722,ENSG00000120727,PAIP2
4723,ENSG00000120729,MYOT
4724,ENSG00000120733,KDM3B
4725,ENSG00000120738,EGR1
4726,ENSG00000120742,SERP1
4727,ENSG00000120756,PLS1
4728,ENSG00000120784,ZFP30
4729,ENSG00000120798,NR2C1
4730,ENSG00000120800,UTP20
4731,ENSG00000120802,TMPO
4732,ENSG00000120805,ARL1
4733,ENSG00000120820,GLT8D2
4734,ENSG00000120832,MTERF2
4735,ENSG00000120833,SOCS2
4736,ENSG00000120837,NFYB
4737,ENSG00000120868,APAF1
4738,ENSG00000120875,DUSP4
4739,ENSG00000120885,CLU
4740,ENSG00000120889,TNFRSF10B
4741,ENSG00000120896,SORBS3
4742,ENSG00000120899,PTK2B
4743,ENSG00000120903,CHRNA2
4744,ENSG00000120907,ADRA1A
4745,ENSG00000120910,PPP3CC
4746,ENSG00000120913,PDLIM2
4747,ENSG00000120915,EPHX2
4748,ENSG00000120925,RNF170
4749,ENSG00000120937,NPPB
4750,ENSG00000120942,UBIAD1
4751,ENSG00000120948,TARDBP
4752,ENSG00000120949,TNFRSF8
4753,ENSG00000120963,ZNF706
4754,ENSG00000120992,LYPLA1
4755,ENSG00000121005,CRISPLD1
4756,ENSG00000121022,COPS5
4757,ENSG00000121039,RDH10
4758,ENSG00000121053,EPX
4759,ENSG00000121057,AKAP1
4760,ENSG00000121058,COIL
4761,ENSG00000121060,TRIM25
4762,ENSG00000121064,SCPEP1
4763,ENSG00000121067,SPOP
4764,ENSG00000121068,TBX2
4765,ENSG00000121073,SLC35B1
4766,ENSG00000121075,TBX4
4767,ENSG00000121101,TEX14
4768,ENSG00000121104,FAM117A
4769,ENSG00000121152,NCAPH
4770,ENSG00000121207,LRAT
4771,ENSG00000121211,MND1
4772,ENSG00000121236,TRIM6
4773,ENSG00000121270,ABCC11
4774,ENSG00000121281,ADCY7
4775,ENSG00000121289,CEP89
4776,ENSG00000121297,TSHZ3
4777,ENSG00000121310,ECHDC2
4778,ENSG00000121316,PLBD1
4779,ENSG00000121350,PYROXD1
4780,ENSG00000121351,IAPP
4781,ENSG00000121361,KCNJ8
4782,ENSG00000121377,TAS2R7
4783,ENSG00000121380,BCL2L14
4784,ENSG00000121390,PSPC1
4785,ENSG00000121406,ZNF549
4786,ENSG00000121410,A1BG
4787,ENSG00000121413,ZSCAN18
4788,ENSG00000121417,ZNF211
4789,ENSG00000121440,PDZRN3
4790,ENSG00000121446,RGSL1
4791,ENSG00000121454,LHX4
4792,ENSG00000121481,RNF2
4793,ENSG00000121486,TRMT1L
4794,ENSG00000121542,SEC22A
4795,ENSG00000121552,CSTA
4796,ENSG00000121570,DPPA4
4797,ENSG00000121577,POPDC2
4798,ENSG00000121578,B4GALT4
4799,ENSG00000121579,NAA50
4800,ENSG00000121594,CD80
4801,ENSG00000121621,KIF18A
4802,ENSG00000121644,DESI2
4803,ENSG00000121653,MAPK8IP1
4804,ENSG00000121671,CRY2
4805,ENSG00000121680,PEX16
4806,ENSG00000121690,DEPDC7
4807,ENSG00000121691,CAT
4808,ENSG00000121716,PILRB
4809,ENSG00000121741,ZMYM2
4810,ENSG00000121742,GJB6
4811,ENSG00000121743,GJA3
4812,ENSG00000121749,TBC1D15
4813,ENSG00000121753,ADGRB2
4814,ENSG00000121764,HCRTR1
4815,ENSG00000121766,ZCCHC17
4816,ENSG00000121769,FABP3
4817,ENSG00000121774,KHDRBS1
4818,ENSG00000121775,TMEM39B
4819,ENSG00000121797,CCRL2
4820,ENSG00000121807,CCR2
4821,ENSG00000121851,POLR3GL
4822,ENSG00000121853,GHSR
4823,ENSG00000121858,TNFSF10
4824,ENSG00000121864,ZNF639
4825,ENSG00000121871,SLITRK3
4826,ENSG00000121879,PIK3CA
4827,ENSG00000121892,PDS5A
4828,ENSG00000121895,TMEM156
4829,ENSG00000121897,LIAS
4830,ENSG00000121898,CPXM2
4831,ENSG00000121900,TMEM54
4832,ENSG00000121903,ZSCAN20
4833,ENSG00000121904,CSMD2
4834,ENSG00000121905,HPCA
4835,ENSG00000121931,LRIF1
4836,ENSG00000121933,TMIGD3
4837,ENSG00000121940,CLCC1
4838,ENSG00000121957,GPSM2
4839,ENSG00000121966,CXCR4
4840,ENSG00000121988,ZRANB3
4841,ENSG00000121989,ACVR2A
4842,ENSG00000122008,POLK
4843,ENSG00000122012,SV2C
4844,ENSG00000122025,FLT3
4845,ENSG00000122026,RPL21
4846,ENSG00000122033,MTIF3
4847,ENSG00000122034,GTF3A
4848,ENSG00000122035,RASL11A
4849,ENSG00000122042,UBL3
4850,ENSG00000122068,FYTTD1
4851,ENSG00000122085,MTERF4
4852,ENSG00000122121,XPNPEP2
4853,ENSG00000122122,SASH3
4854,ENSG00000122126,OCRL
4855,ENSG00000122133,PAEP
4856,ENSG00000122136,OBP2A
4857,ENSG00000122140,MRPS2
4858,ENSG00000122176,FMOD
4859,ENSG00000122180,MYOG
4860,ENSG00000122188,LAX1
4861,ENSG00000122194,PLG
4862,ENSG00000122203,KIAA1191
4863,ENSG00000122218,COPA
4864,ENSG00000122223,CD244
4865,ENSG00000122224,LY9
4866,ENSG00000122254,HS3ST2
4867,ENSG00000122257,RBBP6
4868,ENSG00000122299,ZC3H7A
4869,ENSG00000122335,SERAC1
4870,ENSG00000122359,ANXA11
4871,ENSG00000122367,LDB3
4872,ENSG00000122375,OPN4
4873,ENSG00000122386,ZNF205
4874,ENSG00000122390,NAA60
4875,ENSG00000122406,RPL5
4876,ENSG00000122417,ODF2L
4877,ENSG00000122420,PTGFR
4878,ENSG00000122435,TRMT13
4879,ENSG00000122477,LRRC39
4880,ENSG00000122481,RWDD3
4881,ENSG00000122482,ZNF644
4882,ENSG00000122483,CCDC18
4883,ENSG00000122484,RPAP2
4884,ENSG00000122507,BBS9
4885,ENSG00000122512,PMS2
4886,ENSG00000122515,ZMIZ2
4887,ENSG00000122543,OCM
4888,ENSG00000122547,EEPD1
4889,ENSG00000122548,KIAA0087
4890,ENSG00000122550,KLHL7
4891,ENSG00000122557,HERPUD2
4892,ENSG00000122565,CBX3
4893,ENSG00000122566,HNRNPA2B1
4894,ENSG00000122574,WIPF3
4895,ENSG00000122584,NXPH1
4896,ENSG00000122585,NPY
4897,ENSG00000122592,HOXA7
4898,ENSG00000122641,INHBA
4899,ENSG00000122642,FKBP9
4900,ENSG00000122643,NT5C3A
4901,ENSG00000122644,ARL4A
4902,ENSG00000122674,CCZ1
4903,ENSG00000122678,POLM
4904,ENSG00000122679,RAMP3
4905,ENSG00000122691,TWIST1
4906,ENSG00000122692,SMU1
4907,ENSG00000122694,GLIPR2
4908,ENSG00000122696,SLC25A51
4909,ENSG00000122705,CLTA
4910,ENSG00000122707,RECK
4911,ENSG00000122711,SPINK4
4912,ENSG00000122728,TAF1L
4913,ENSG00000122729,ACO1
4914,ENSG00000122733,PHF24
4915,ENSG00000122735,DNAI1
4916,ENSG00000122741,DCAF10
4917,ENSG00000122756,CNTFR
4918,ENSG00000122778,KIAA1549
4919,ENSG00000122779,TRIM24
4920,ENSG00000122786,CALD1
4921,ENSG00000122787,AKR1D1
4922,ENSG00000122824,NUDT10
4923,ENSG00000122852,SFTPA1
4924,ENSG00000122859,NEUROG3
4925,ENSG00000122861,PLAU
4926,ENSG00000122862,SRGN
4927,ENSG00000122863,CHST3
4928,ENSG00000122870,BICC1
4929,ENSG00000122873,CISD1
4930,ENSG00000122877,EGR2
4931,ENSG00000122882,ECD
4932,ENSG00000122884,P4HA1
4933,ENSG00000122912,SLC25A16
4934,ENSG00000122952,ZWINT
4935,ENSG00000122958,VPS26A
4936,ENSG00000122965,RBM19
4937,ENSG00000122966,CIT
4938,ENSG00000122970,IFT81
4939,ENSG00000122971,ACADS
4940,ENSG00000122986,HVCN1
4941,ENSG00000123064,DDX54
4942,ENSG00000123066,MED13L
4943,ENSG00000123080,CDKN2C
4944,ENSG00000123091,RNF11
4945,ENSG00000123094,RASSF8
4946,ENSG00000123095,BHLHE41
4947,ENSG00000123096,SSPN
4948,ENSG00000123104,ITPR2
4949,ENSG00000123106,CCDC91
4950,ENSG00000123119,NECAB1
4951,ENSG00000123124,WWP1
4952,ENSG00000123130,ACOT9
4953,ENSG00000123131,PRDX4
4954,ENSG00000123136,DDX39A
4955,ENSG00000123143,PKN1
4956,ENSG00000123146,ADGRE5
4957,ENSG00000123154,WDR83
4958,ENSG00000123159,GIPC1
4959,ENSG00000123171,CCDC70
4960,ENSG00000123178,SPRYD7
4961,ENSG00000123179,EBPL
4962,ENSG00000123191,ATP7B
4963,ENSG00000123200,ZC3H13
4964,ENSG00000123213,NLN
4965,ENSG00000123219,CENPK
4966,ENSG00000123240,OPTN
4967,ENSG00000123243,ITIH5
4968,ENSG00000123268,ATF1
4969,ENSG00000123297,TSFM
4970,ENSG00000123307,NEUROD4
4971,ENSG00000123329,ARHGAP9
4972,ENSG00000123338,NCKAP1L
4973,ENSG00000123342,MMP19
4974,ENSG00000123349,PFDN5
4975,ENSG00000123352,SPATS2
4976,ENSG00000123353,ORMDL2
4977,ENSG00000123358,NR4A1
4978,ENSG00000123360,PDE1B
4979,ENSG00000123364,HOXC13
4980,ENSG00000123374,CDK2
4981,ENSG00000123384,LRP1
4982,ENSG00000123388,HOXC11
4983,ENSG00000123395,ATG101
4984,ENSG00000123405,NFE2
4985,ENSG00000123407,HOXC12
4986,ENSG00000123411,IKZF4
4987,ENSG00000123415,SMUG1
4988,ENSG00000123416,TUBA1B
4989,ENSG00000123444,KBTBD4
4990,ENSG00000123453,SARDH
4991,ENSG00000123454,DBH
4992,ENSG00000123472,ATPAF1
4993,ENSG00000123473,STIL
4994,ENSG00000123485,HJURP
4995,ENSG00000123496,IL13RA2
4996,ENSG00000123500,COL10A1
4997,ENSG00000123505,AMD1
4998,ENSG00000123545,NDUFAF4
4999,ENSG00000123552,USP45
5000,ENSG00000123560,PLP1
5001,ENSG00000123562,MORF4L2
5002,ENSG00000123570,RAB9B
5003,ENSG00000123572,NRK
5004,ENSG00000123575,FAM199X
5005,ENSG00000123576,ESX1
5006,ENSG00000123594,ATXN3L
5007,ENSG00000123595,RAB9A
5008,ENSG00000123600,METTL8
5009,ENSG00000123607,TTC21B
5010,ENSG00000123609,NMI
5011,ENSG00000123610,TNFAIP6
5012,ENSG00000123612,ACVR1C
5013,ENSG00000123636,BAZ2B
5014,ENSG00000123643,SLC36A1
5015,ENSG00000123684,LPGAT1
5016,ENSG00000123685,BATF3
5017,ENSG00000123689,G0S2
5018,ENSG00000123700,KCNJ2
5019,ENSG00000123728,RAP2C
5020,ENSG00000123737,EXOSC9
5021,ENSG00000123739,PLA2G12A
5022,ENSG00000123810,B9D2
5023,ENSG00000123836,PFKFB2
5024,ENSG00000123838,C4BPA
5025,ENSG00000123843,C4BPB
5026,ENSG00000123892,RAB38
5027,ENSG00000123901,GPR83
5028,ENSG00000123908,AGO2
5029,ENSG00000123933,MXD4
5030,ENSG00000123975,CKS2
5031,ENSG00000123977,DAW1
5032,ENSG00000123983,ACSL3
5033,ENSG00000123989,CHPF
5034,ENSG00000123992,DNPEP
5035,ENSG00000123999,INHA
5036,ENSG00000124003,MOGAT1
5037,ENSG00000124006,OBSL1
5038,ENSG00000124019,FAM124B
5039,ENSG00000124067,SLC12A4
5040,ENSG00000124074,ENKD1
5041,ENSG00000124091,GCNT7
5042,ENSG00000124092,CTCFL
5043,ENSG00000124098,FAM210B
5044,ENSG00000124102,PI3
