sample/cell_type,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
TCGA-EW-A1IX-01A-12R-A144-07,0.0253879187356835,0.6496985431168409,0.0339978509056837,0.0763296201687097,0.0868627473290381,0.0740956241976022,0.0175280045978632,0.0007311844337842,0.0353685065147941
TCGA-A8-A07L-01A-11R-A00Z-07,0.0267934383961964,0.379738880012901,0.3665092831365458,0.0686593291923913,0.0460340015843006,0.0,0.1018456600385191,0.0,0.0104194076391455
TCGA-A7-A6VY-01A-12R-A33J-07,0.0066533092144988,0.3328586690998827,0.1364193376193119,0.0206682477343333,0.1203820257617097,0.1754330726466925,0.0301987641395182,0.0611754219308978,0.1162111518531545
TCGA-AR-A255-01A-11R-A169-07,0.0266811216958574,0.3893506140311917,0.1255535044524179,0.1295110094579781,0.0985440957538368,0.0418214661764052,0.0623231067006847,0.0014944801785702,0.1247206015530577
TCGA-OL-A66N-01A-12R-A31O-07,0.0340695872774382,0.4146496026857713,0.295247919900673,0.0921736043350103,0.0501846723797652,0.0,0.0293360062162594,0.0136069845650807,0.0707316226400016
TCGA-A8-A099-01A-11R-A00Z-07,0.0,0.2835883557090086,0.4207276006447681,0.1043120689177021,0.1037363738097204,0.0,0.0175510142847833,0.0202833973790703,0.0498011892549471
TCGA-LL-A5YM-01A-11R-A28M-07,0.0,0.1820911406343092,0.628140185969141,0.0675951028905251,0.0361462747593278,0.0,0.0717746997278933,0.0054294255456922,0.0088231704731111
TCGA-AO-A0J6-01A-11R-A034-07,0.0102609121637088,0.1211912554201795,0.1763475111451886,0.0232121309464884,0.1404162902595856,0.2850779367214135,0.0041343673467033,0.0075155183844757,0.2318440776122562
TCGA-LL-A73Y-01A-11R-A33J-07,0.0787460781574197,0.356128642364196,0.0,0.0583840492539112,0.036128512648643,0.2866444378443905,0.0681552288165352,0.0067534715237659,0.1090595793911379
TCGA-D8-A73W-01A-22R-A352-07,0.0147150083645517,0.2988901569012606,0.1988277230542066,0.1576012747002191,0.1356874065794237,0.0,0.1093939178476716,0.0421592494234393,0.0427252631292273
TCGA-E2-A14W-01A-11R-A12D-07,0.0,0.226638803936448,0.6578483921603794,0.0223185906792412,0.0391567625021504,0.0,0.0403917815316691,0.0136456691901114,0.0
TCGA-A2-A25B-01A-11R-A169-07,0.0075305222014484,0.3245855633738045,0.3314718769369933,0.0610176082039196,0.1290681327351142,0.0,0.0448086132000474,0.0017462706819896,0.0997714126666827
TCGA-E2-A15O-01A-11R-A115-07,0.029807440682814,0.1836933366427581,0.4802438855667756,0.0666896758803479,0.0671741552067306,0.0239290216682678,0.0712220756681479,0.0,0.0772404086841579
TCGA-A2-A0CM-01A-31R-A034-07,0.0088610578772335,0.2254781166457553,0.1313238886188041,0.0383297138146134,0.1451008912744235,0.1500200155984976,0.0064808546805282,0.0122001438774244,0.2822053176127198
TCGA-D8-A1X5-01A-11R-A14D-07,0.0,0.3864997441642286,0.3272128578203913,0.0478009373499454,0.1392666039448957,0.0,0.0336122499863347,0.0340656243838089,0.031541982350395
TCGA-AN-A0AR-01A-11R-A00Z-07,0.0153628344226749,0.0829463838472211,0.3821687264328128,0.0242911131347176,0.0719967169067115,0.3107030684533465,0.0894860967643937,0.0025221229726835,0.0205229370654381
TCGA-AR-A1AM-01A-41R-A22K-07,0.0356841833695713,0.3783117724709338,0.1424674373073877,0.0828534469160684,0.0748038671569061,0.1277429394449047,0.0406825812008408,0.0102096292280059,0.1072441429053809
TCGA-E2-A1IH-01A-11R-A13Q-07,0.1258628026018618,0.3341608733422044,0.0846034830387844,0.0948149662638232,0.0851166421904489,0.0,0.0289802312105308,0.0,0.2464610013523461
TCGA-A7-A4SC-01A-12R-A266-07,0.0323710907233854,0.4206273830316105,0.1050236530605056,0.1412660193503647,0.0557603286827203,0.0867995430807713,0.0710173139007449,0.0010676981374962,0.0860669700324007
TCGA-S3-A6ZH-01A-22R-A32P-07,0.0273393948924268,0.1661543908458723,0.5670469139027956,0.0725710683347006,0.0700140312132869,0.0,0.0265512134757686,0.0,0.070322987335149
TCGA-BH-A0EB-01A-11R-A034-07,0.0082599674308093,0.383807553237931,0.1453483494474026,0.0977544931761611,0.1853567662434261,0.0204790014434268,0.0280215008803854,0.019102726120525,0.1118696420199322
TCGA-E2-A15F-01A-11R-A115-07,0.1242731692293777,0.219255555148898,0.2491603283911853,0.0819658264956821,0.0610274723321499,0.0934924370168238,0.103296298190774,0.0083938436087215,0.0591350695863874
TCGA-BH-A1FB-01A-11R-A13Q-07,0.1120295277340428,0.3001073885789746,0.0,0.0813132601662943,0.0855937199051907,0.2167851212441252,0.0127192154518814,0.0015146559180543,0.1899371110014363
TCGA-E9-A5UO-01A-11R-A28M-07,0.0,0.0899067647501303,0.5332051217141242,0.0906240197099209,0.0450899672119853,0.0,0.1442264884015225,0.0969476382123169,0.0
TCGA-EW-A1J1-01A-11R-A13Q-07,0.041149224929897,0.114312488077216,0.3480935317392006,0.109710040579763,0.1287112871886047,0.0,0.0502190271175393,0.0362161666340967,0.1715882337336822
TCGA-D8-A1XC-01A-11R-A14D-07,0.0054317215726992,0.0465142554016414,0.3246946088679026,0.100609390215039,0.0805728360264721,0.068048956840213,0.0920263006822816,0.1035962780046706,0.17850565238908
TCGA-E2-A156-01A-11R-A12D-07,0.0016846169308867,0.1121394023095705,0.466514966600657,0.1504863876316942,0.0994536651004325,0.0757596828227343,0.073826126663589,0.0201351519404355,0.0
TCGA-EW-A1P6-01A-11R-A144-07,0.0388375892090999,0.4404283894655231,0.3492333911931226,0.0634325174834135,0.0558851323124701,0.0149509545277481,0.0002920990642137,0.0131973817641085,0.0237425449803004
TCGA-E2-A1L8-01A-11R-A13Q-07,0.0338996026205174,0.3567428339553878,0.2838477876372146,0.1043980632989634,0.0678790559015092,0.0,0.0665079422497425,0.0120883124647216,0.0746364018719432
TCGA-E2-A109-01A-11R-A10J-07,0.0226512915413971,0.3098777401077821,0.3663822645552028,0.0761042842953355,0.0544179732802765,0.0,0.0832142555113041,0.0150729366826967,0.0722792540260049
TCGA-LL-A5YN-01A-11R-A28M-07,0.1865414139707829,0.1345974983144657,0.2265760608496795,0.0244797830673243,0.0589080410803025,0.0,0.0099300731398614,0.0030538231551282,0.3559133064224551
TCGA-E2-A2P5-01A-11R-A19W-07,0.0021441228955472,0.2864524306601699,0.4653402088827291,0.0761577024319381,0.0315116842102666,0.0,0.0626792301294077,0.0,0.0757146207899411
TCGA-A7-A0DB-01A-11R-A277-07,0.0310085992047171,0.4778350593704428,0.090651913443528,0.1108536283470853,0.172559425677164,0.0681167649767776,0.0135648901949189,0.0,0.0354097187853662
TCGA-A7-A0DB-01C-02R-A277-07,0.1158649804594494,0.4510175023356125,0.0,0.054788552372487,0.115963691190586,0.1352375413196962,0.0463941435510585,0.0116830593154048,0.0690505294557052
TCGA-E2-A1LG-01A-21R-A14M-07,0.0130640332456686,0.05034213838133,0.0,0.003066277345089,0.0539726718100078,0.8254880257110706,0.0103620203624127,0.0069000878523239,0.0368047452920972
TCGA-B6-A0WW-01A-11R-A109-07,0.0,0.3521693097959796,0.4143911495449537,0.0596966373957081,0.0461060916483907,0.0,0.1067914002147754,0.0,0.0208454114001924
TCGA-E2-A576-01A-11R-A31O-07,0.0053670370003672,0.184040126041866,0.6393798519412848,0.0535570330073959,0.0207144661858018,0.0,0.056757569520271,0.0053825995683942,0.0348013167346188
TCGA-AC-A3OD-01A-11R-A21T-07,0.0624888367351203,0.1367016754736777,0.0,0.1067800893157318,0.1496336450095587,0.1828893408430653,0.0539325884795554,0.0192629983442292,0.2883108257990615
TCGA-A2-A04R-01A-41R-A109-07,0.0,0.2971297906423398,0.4923623930746975,0.0865702098259425,0.0221378498206646,0.0073909554819752,0.0944088011543801,0.0,0.0
TCGA-E9-A1R0-01A-22R-A16F-07,0.0720528896260391,0.3336390754493327,0.1546707014004412,0.1480737226555157,0.0545610003502687,0.0437538192426338,0.0793287829679219,0.0036160213604633,0.1103039869473831
TCGA-B6-A1KF-01A-11R-A13Q-07,0.0,0.1547877182491982,0.3632747711766341,0.0759497721076737,0.0127711423064603,0.3381419792734484,0.0550746168865851,0.0,0.0
TCGA-EW-A1PC-01B-11R-A21T-07,0.0131172820158812,0.3184920006929239,0.4867371303726292,0.0334296917577473,0.0524828965746104,0.0,0.0766723630603389,0.0136887664171328,0.005379869108736
TCGA-EW-A2FV-01A-11R-A17B-07,0.0497537627573825,0.1900188671956529,0.2192076901891644,0.1620486115269981,0.0734209144667938,0.0820015686214167,0.0559412856937902,0.0189359610063052,0.148671338542496
TCGA-AO-A0JF-01A-11R-A056-07,0.0049282443622211,0.4794607615251976,0.0388266274027946,0.2049739310898685,0.0965233104811027,0.0194317393325331,0.0638674178275812,0.0,0.0919879679787009
TCGA-AN-A0XR-01A-11R-A109-07,0.0014692627724755,0.3211044036085196,0.5412449943693188,0.0557404303704058,0.0402535974367819,0.0,0.0270560286936294,0.0108004374292999,0.0023308453195687
TCGA-GM-A5PX-01A-12R-A28M-07,0.0030132318382743,0.428431588491577,0.2365025613021547,0.1269505765240194,0.0398381601272132,0.0,0.1206689118134085,0.0,0.0445949699033527
TCGA-B6-A0RH-01A-21R-A115-07,0.0122259761373424,0.3939918147925037,0.4097335427854455,0.0435248876747723,0.0307659047157037,0.0,0.0715063642769747,0.009918829021096,0.0283326805961615
TCGA-A2-A0CX-01A-21R-A00Z-07,0.0008960454832084,0.3873587637896855,0.295012653388048,0.0686756840414282,0.0978203796330991,0.0,0.0698849382473819,0.0015972296978944,0.0787543057192542
TCGA-AR-A0TZ-01A-12R-A084-07,0.0583959828633846,0.316776520443628,0.3374476709222068,0.0618416113210238,0.0796153150876062,0.0,0.130109048839671,0.0018722114815346,0.0139416390409446
TCGA-AR-A2LR-01A-12R-A18M-07,0.0445379769170534,0.3292632558672469,0.0743925323755426,0.1133158182804271,0.0575068302106737,0.219410628774888,0.0817900461000223,0.0386954080170882,0.0410875034570573
TCGA-BH-A0B6-01A-11R-A19W-07,0.1330920214228445,0.1901194878182367,0.1137732098206014,0.0518087872140352,0.0933301286820813,0.0,0.0061685945798462,0.0242371543662644,0.38747061609609
TCGA-A2-A3XZ-01A-42R-A239-07,0.2349407792564394,0.1225119109801978,0.1477017912737163,0.0414770132498567,0.0652104428440945,0.0983694715653509,0.0178610073938805,0.0187310407141096,0.2531965427223539
TCGA-AR-A0TR-01A-11R-A084-07,0.1334669092223554,0.0556611905536404,0.5119309174488508,0.1371295354518338,0.0474307675091565,0.0148854971723806,0.0,0.0073262766740174,0.0921689059677648
TCGA-E9-A295-01A-11R-A16F-07,0.0129844730012952,0.3294447154643958,0.3200877797599637,0.0863190436324045,0.0294799768243716,0.102413889850548,0.0644628539701358,0.0,0.0548072674968851
TCGA-A2-A04P-01A-31R-A034-07,0.119650512440261,0.1509214636597804,0.3313092920050786,0.0511518138515708,0.0522176056981461,0.1125660210637736,0.0718985383442247,0.0009818047281026,0.1093029482090619
TCGA-BH-A0DS-01A-11R-A056-07,0.0175157018811985,0.3134941569543243,0.3371083548731639,0.092401814227068,0.0924622092836895,0.0,0.074698055829894,0.0048436664655054,0.0674760404851561
TCGA-E9-A1N5-01A-11R-A14D-07,0.0098380065815906,0.4873945589295894,0.1313482935212377,0.0969941995276861,0.0956014488206613,0.0012691027803859,0.045021386190258,0.0,0.1325330036485907
TCGA-S3-A6ZF-01A-32R-A32P-07,0.085000111749788,0.2672627385616812,0.3485918713222745,0.0602927038525576,0.0854218973445171,0.0,0.0405043733038242,0.0138788255531336,0.0990474783122235
TCGA-A2-A1FV-01A-11R-A13Q-07,0.0157205123156414,0.2087378582693924,0.3159513325886564,0.2114942104088658,0.0290237956503908,0.029429834467778,0.1795383670184385,0.0,0.0101040892808362
TCGA-D8-A147-01A-11R-A115-07,0.0185065789709929,0.2031196884201927,0.0222855629318066,0.0242792719183423,0.1035698368193466,0.3687509127168791,0.0527923504804493,0.0280164250347195,0.1786793727072706
TCGA-BH-A0HP-01A-12R-A084-07,0.0049624616391875,0.3458676941364831,0.1754857766248176,0.1506899376956516,0.0914257431518664,0.0993932338831064,0.0556246927394358,0.0,0.0765504601294512
TCGA-B6-A40C-01A-11R-A239-07,0.0122974995661747,0.4039440145570104,0.2469389920676928,0.0894521240914179,0.0689276786426853,0.0,0.0934985652932854,0.0015279785540541,0.0834131472276792
TCGA-OK-A5Q2-01A-11R-A27Q-07,0.1710731654856087,0.230354745529333,0.0971351476536535,0.0851003253437999,0.0407003661627714,0.0428391086978967,0.1625953700769236,0.0,0.170201771050013
TCGA-BH-A18P-01A-11R-A12D-07,0.0075511434645341,0.3450579245452724,0.1997225003281968,0.0989593025188259,0.0895740003608843,0.1292050707326351,0.0458932665154394,0.002152683579511,0.0818841079547005
TCGA-AR-A252-01A-11R-A169-07,0.07469999591006,0.1415262065603696,0.0056574228582522,0.0904599350524325,0.1159975996356751,0.0474486562533135,0.0236357394767213,0.0471262375328125,0.4534482067203628
TCGA-C8-A1HK-01A-21R-A13Q-07,0.0088931629220883,0.1540954481676188,0.4934192543571689,0.0790578096460156,0.0671262202851776,0.0074892802028282,0.0338140948874956,0.043043716210216,0.1130610133213907
TCGA-AQ-A54N-01A-11R-A266-07,0.0014917421407578,0.1314218377708851,0.3154263732764781,0.0,0.051418870531222,0.3865245407667315,0.0967394803382557,0.0,0.0169771551756695
TCGA-A2-A1FW-01A-11R-A13Q-07,0.0315662559790556,0.2348987516471997,0.3318944104171882,0.0773601842755748,0.0795302261595298,0.1107420176279512,0.0398014027306506,0.0299447627599383,0.0642619884029115
TCGA-3C-AALJ-01A-31R-A41B-07,0.0213746106116851,0.3021499886148517,0.3166263692842169,0.0572070364099629,0.0607992183555895,0.0,0.0503313903728301,0.0032656134911855,0.1882457728596782
TCGA-AC-A62X-01A-11R-A29R-07,0.023691414898543,0.1255978841107662,0.3403308313905707,0.0934038051999215,0.0218512039394978,0.3087336798559382,0.0555845555999999,0.0308066250047622,0.0
TCGA-B6-A0X7-01A-11R-A10J-07,0.0100393225019436,0.5442474154022953,0.1949477728192502,0.1432192445120817,0.0307237916497532,0.0245861328379436,0.041046494000209,0.0,0.0111898262765231
TCGA-BH-A0BW-01A-11R-A115-07,0.0162921160568207,0.1140665768821362,0.0,0.0872103372131784,0.1982704353005459,0.3162075796143994,0.0572535392321118,0.0346845772447972,0.17601483845601
TCGA-D8-A1XT-01A-11R-A14M-07,0.0010424770515941,0.4773731904395999,0.1216545519877662,0.1106623396244466,0.1174178748232605,0.0520363670147092,0.0723065283620232,0.009170411986279,0.038336258710321
TCGA-AR-A254-01A-21R-A169-07,0.0087598879576303,0.3451114852610559,0.1303178187716752,0.0695857427937153,0.1861941424587635,0.0595591479946142,0.034149347214148,0.003439017451702,0.1628834100966955
TCGA-D8-A1Y3-01A-11R-A157-07,0.0018941726783546,0.1102439341822595,0.6166221306735128,0.0351242112806819,0.1350295291203565,0.0,0.0321469628169939,0.0,0.0689390592478404
TCGA-BH-A0HL-01A-11R-A10U-07,0.0227698808074371,0.1703707683109792,0.4777183153924437,0.092948420724282,0.0149505348289593,0.0347647346009464,0.0679631070128896,0.0584992657992884,0.0600149725227739
TCGA-E9-A247-01A-11R-A169-07,0.012828575181189,0.2493579616570117,0.5209898341303122,0.0645609169315967,0.041622699356207,0.0087231427731133,0.0808777305409985,0.0,0.0210391394295715
TCGA-C8-A27A-01A-11R-A169-07,0.0492029380645354,0.1094609556746285,0.418274637590712,0.0457015613091669,0.0786867832387612,0.0,0.2236515630367152,0.0234656816953754,0.0515558793901052
TCGA-A7-A26F-01B-04R-A22O-07,0.0412781577056609,0.2850708282692768,0.0,0.0739527962562293,0.1234501155508726,0.2321840314269912,0.0567145591212677,0.026673648532995,0.160675863136706
TCGA-AO-A0J3-01A-11R-A034-07,0.014009562504783,0.0271177730162445,0.7012443067843024,0.06916022846332,0.0674629283008486,0.0,0.1015554469990547,0.0,0.0194497539314466
TCGA-A2-A25D-01A-12R-A16F-07,0.0760710543282531,0.0957676590043084,0.255996468591972,0.1429136582151846,0.0975002904379594,0.0,0.0609106987130094,0.0,0.2708401707093127
TCGA-AN-A0XW-01A-11R-A109-07,0.0156095517580924,0.453387372157967,0.0777851485049516,0.0396042293368351,0.1321874322777117,0.0273338805822581,0.0426792193796378,0.000151687258717,0.211261478743829
TCGA-D8-A141-01A-11R-A115-07,0.0809576608290085,0.4860717505104285,0.007281094298526,0.0491029357964889,0.0915774723857558,0.0073195427580337,0.0170701915161512,0.000471822899998,0.260147529005609
TCGA-AR-A1AN-01A-11R-A12P-07,0.0171968943813081,0.5334572909352142,0.1800112618429673,0.1165488556719782,0.0876414204224389,0.0,0.0268786799292063,0.0001494841128267,0.03811611270406
TCGA-UU-A93S-01A-21R-A41B-07,0.0144859662356562,0.0911135270972491,0.7126646857891882,0.0550623523656939,0.0359997618164854,0.0,0.0720678078513122,0.0008051642339537,0.0178007346104613
TCGA-BH-A18S-01A-11R-A12D-07,0.000489570728322,0.1181910722916578,0.5233086376749491,0.0816114767657666,0.0893636425551834,0.0,0.0570957736558633,0.043976962856706,0.0859628634715517
TCGA-OL-A5S0-01A-11R-A28M-07,0.0198423179816827,0.3793294883972723,0.229347764655372,0.046595540280982,0.0957987373559623,0.1224737458300154,0.0293725786792066,0.0039043813067105,0.0733354455127957
TCGA-LL-A442-01A-11R-A24H-07,0.0452990913315268,0.1875545839271081,0.2611976201416934,0.1237190696214405,0.2158029932843307,0.008382085361165,0.1104320496965328,0.0381634695200023,0.0094490371162004
TCGA-A8-A09W-01A-11R-A00Z-07,0.0050513768541793,0.2358210876273874,0.3867017759516158,0.1268766119898111,0.1176682715026885,0.0,0.0645948329241342,0.0001738404441429,0.0631122027060407
TCGA-C8-A1HI-01A-11R-A137-07,0.0277061229433441,0.2038636381388482,0.3518698059169441,0.0769069266251318,0.0540533484021175,0.0860373122588395,0.1691831622755765,0.0138423149582645,0.0165373684809335
TCGA-BH-A0BZ-01A-31R-A12P-07,0.0024980882965073,0.3533284840744318,0.2022313236126386,0.0579420611073381,0.1043184157555551,0.0,0.031306631874481,0.0036182145814387,0.244756780697609
TCGA-E2-A56Z-01A-12R-A29R-07,2.378111912746317e-05,0.1609076606309616,0.5776529944803643,0.0681926498195756,0.0343516080290497,0.0,0.0962540074859835,0.0149940786831938,0.0476232197517439
TCGA-A2-A259-01A-11R-A16F-07,0.1151454584272264,0.1924517334785254,0.1288186690749402,0.1457925464780957,0.0751504528154587,0.1634542992575503,0.0570935862188063,0.0,0.1220932542493968
TCGA-AR-A24X-01A-11R-A169-07,0.0718374093870987,0.3410327758948692,0.2042843680010407,0.0987977064069233,0.0455909246449638,0.0978697928384062,0.0474486353569397,0.0,0.093138387469758
TCGA-BH-A1FD-01A-11R-A13Q-07,0.0022686317824333,0.3766168319966448,0.4104204095699812,0.0523222517344298,0.1144544768468879,0.0,0.0110815983539134,0.0129299242882546,0.0199058754274544
TCGA-BH-A0DZ-01A-11R-A00Z-07,0.0,0.5303523919516154,0.2015142371208289,0.0386790615456699,0.1040622745054559,0.058587547594197,0.0115004001842255,0.0035986122285998,0.0517054748694074
TCGA-B6-A0RT-01A-21R-A084-07,0.1760955812451657,0.0919483137743588,0.005733415071414,0.0416801903669791,0.0604524124704172,0.0505989972655657,0.0034228333042522,0.0149772666456602,0.5550909898561868
TCGA-AR-A2LQ-01A-22R-A18M-07,0.010865542522994,0.6176311713601298,0.0,0.1340749558369644,0.0537401131750358,0.125222704466987,0.0356238978016373,0.0115024355189913,0.0113391793172603
TCGA-E2-A150-01A-11R-A12D-07,0.0299074381751628,0.2039520532346351,0.148066700583702,0.07028644332748,0.1391408872742699,0.2400531004808881,0.0649847268244547,0.0039115936054744,0.0996970564939326
TCGA-E2-A14R-01A-11R-A115-07,0.0128233522938402,0.0994539000761572,0.3227954199082216,0.0723479385539103,0.1043773916684203,0.170126671925674,0.0229648088537975,0.045744349612561,0.1493661671074174
TCGA-A8-A0A6-01A-12R-A056-07,0.0924435629815451,0.1394256950839988,0.123921417007316,0.0981204823587195,0.1252487939591604,0.1094291223954357,0.0480023538418931,0.0249272217661407,0.2384813506057905
TCGA-A7-A26F-01A-21R-A169-07,0.0120403866646226,0.3140467766450341,0.0,0.0708970168776018,0.1345317108201953,0.2971704553831484,0.0264705342600842,0.0498427946907686,0.0950003246585447
TCGA-AO-A0JM-01A-21R-A056-07,0.0,0.547199100397238,0.2466982934167978,0.0486799672593954,0.0639637217958882,0.0,0.0419075183544489,0.0047054050279824,0.0468459937482494
TCGA-A8-A09B-01A-11R-A00Z-07,0.0080034125705224,0.4095054735336721,0.3287391238829723,0.1146847980776521,0.0672529748987622,0.0,0.0446978814616211,0.0,0.0271163355747974
TCGA-BH-A0BR-01A-21R-A115-07,0.0,0.5196009727938494,0.0900763804824633,0.0879277346680783,0.1152495526042119,0.0875370547829878,0.0170204796068814,0.017487495341566,0.0651003297199614
TCGA-A2-A0T7-01A-21R-A084-07,0.0107701457760244,0.4707308453866432,0.0770907529958468,0.067992073463539,0.0640224866914023,0.2138371099693762,0.0364121273594084,0.0004662450372853,0.058678213320474
TCGA-B6-A401-01A-11R-A239-07,0.0712853611996913,0.3633866549058934,0.2670050902828194,0.049521893110054,0.0776476431753618,0.0289930780871677,0.0367036443593449,0.0,0.1054566348796674
TCGA-BH-A0DH-01A-11R-A084-07,0.0020483150180009,0.2174888634651665,0.3647986629559829,0.088980526800799,0.0883532662785781,0.0595119307479561,0.0523040635621402,0.0861024269293573,0.0404119442420186
TCGA-BH-A1EV-01A-11R-A137-07,0.0008688968328182,0.3875767256283722,0.1445101119586216,0.0422611759029011,0.0496458091913969,0.314478771202105,0.0260553488606468,0.034603160423138,0.0
TCGA-EW-A6SD-01A-12R-A33J-07,0.0112545412304492,0.2613868669926983,0.2684726466534101,0.0814175176049301,0.1109529356651775,0.0469451471261842,0.0260636901940198,0.0649474567191972,0.1285591978139331
TCGA-AC-A3W5-01A-11R-A22K-07,0.028423989403357,0.5281239969687556,0.1120774057760809,0.0648121681179595,0.0853161236109896,0.0,0.0361930535723326,0.0045630744434165,0.1404901881071081
TCGA-BH-A0BG-01A-11R-A115-07,0.0725079575418038,0.1456383234601752,0.0,0.0413560890199797,0.1063334334993369,0.4042923451918279,0.0444006957249578,0.0025234653577908,0.1829476902041277
TCGA-A2-A0CR-01A-11R-A22K-07,0.1511623195834551,0.1727737650401462,0.0821645979772832,0.0611215303290624,0.0584466479306964,0.0437722569837559,0.0260681270914873,0.0089001210728641,0.395590633991249
TCGA-3C-AALI-01A-11R-A41B-07,0.0296662077629096,0.2715679076575149,0.3090370280783635,0.0511603134502699,0.0704144282267029,0.0,0.045459069896581,0.0236903199695705,0.1990047249580875
TCGA-B6-A0RL-01A-11R-A084-07,0.0396339972900812,0.0106459936974454,0.7549353729816478,0.010996056263133,0.0292557167762177,0.0,0.1545328629914746,0.0,0.0
TCGA-A7-A5ZW-01A-12R-A29R-07,0.0027572339773034,0.6024555640850711,0.0646032514510317,0.0800591727353603,0.0577324795288406,0.100412404727967,0.0278296563602874,0.0,0.0641502371341382
TCGA-E2-A15H-01A-11R-A12D-07,0.020091919522484,0.4351842746058027,0.3492610710440923,0.0500951464985323,0.0471018929827029,0.0347147311971625,0.0326211020984026,0.007636492405055,0.0232933696457654
TCGA-AQ-A1H2-01A-11R-A13Q-07,0.0043639458845756,0.2090624521124413,0.5277367832018472,0.0703917962523089,0.1141436962583909,0.0,0.0219769446814146,0.0320292954858972,0.020295086123124
TCGA-D8-A1JD-01A-11R-A13Q-07,0.0013325664304317,0.4871410505257482,0.1998082140804942,0.0452645284779036,0.151932471018929,0.0,0.0464851051797318,0.0011462111559131,0.066889853130848
TCGA-BH-A0B2-01A-11R-A10J-07,0.0643989829504291,0.417251278836546,0.0840292671459375,0.0941102402292087,0.09698826027533,0.0171892359700612,0.0419714199780094,0.0,0.1840613146144775
TCGA-AR-A1AT-01A-11R-A12P-07,0.0467548933767944,0.1870556615368078,0.1820061699862442,0.1271219697045221,0.1359210112123411,0.0,0.0588971772208089,0.0328277419388777,0.2294153750236034
TCGA-D8-A1JK-01A-11R-A13Q-07,0.0023456008624725,0.2873901371023669,0.2232502900186437,0.0548479620637728,0.1590793140146363,0.0796849656163796,0.0310618944904036,0.025175272393472,0.1371645634378523
TCGA-C8-A26Y-01A-11R-A16F-07,0.1198146260066423,0.0908593054233135,0.4760870737975659,0.0996864989710467,0.0801871451638644,0.0053263184191946,0.0570339553906953,0.0073887859982568,0.0636162908294203
TCGA-A7-A6VV-01A-22R-A33J-07,0.0178523103255947,0.4025743773250939,0.0,0.0564962104315324,0.0772667118668076,0.3555751176879571,0.0487218662798611,0.000972666168626,0.0405407399145269
TCGA-A2-A3XX-01A-21R-A239-07,0.0702325869607883,0.2335357177481893,0.2457813378530303,0.0349413778726467,0.0626166451592329,0.1523060239035311,0.0849735022700451,0.0411650749432842,0.0744477332892515
TCGA-GM-A2DH-01A-11R-A180-07,0.1286214731925733,0.1237012161061566,0.1448290164305384,0.0444078477612899,0.0897412285696415,0.0751702233276139,0.0332146905526621,0.0,0.3603143040595241
TCGA-D8-A1X6-01A-11R-A14M-07,0.0058941278633315,0.1363923026218312,0.4664951815795954,0.0768607310160148,0.2580114934589557,0.0,0.0180329695931323,0.0165634333609708,0.0217497605061679
TCGA-B6-A0I1-01A-11R-A21T-07,0.0083376395299294,0.1003701601485459,0.4815324521715549,0.0085738589331578,0.0207207445638446,0.2842813856967938,0.0498513618542771,0.019235479583904,0.0270969175179922
TCGA-A8-A09M-01A-11R-A00Z-07,0.0140752555598171,0.1740618121767237,0.4011027633419644,0.0569233174110785,0.1174046501328043,0.0,0.0292748769547385,0.0387896825103033,0.1683676419125699
TCGA-EW-A1IY-01A-11R-A13Q-07,0.0369751113112166,0.2730773621625583,0.0308931495086231,0.0846940271236237,0.1011734785905701,0.1370435631188622,0.0204041650155337,0.007614675514066,0.3081244676549459
TCGA-A8-A07F-01A-11R-A00Z-07,0.0341470267324795,0.3848924373134598,0.2072447557776107,0.091948602669455,0.1114940112184797,0.0455869802749997,0.0338109667561264,0.0016973354030216,0.0891778838543672
TCGA-BH-A8FY-01A-11R-A36F-07,0.0,0.0501268521525264,0.6534794562860647,0.1110129715120411,0.1106642232793569,0.0,0.0625662485367685,0.0121502482332421,0.0
TCGA-5T-A9QA-01A-11R-A41B-07,0.0042484172563354,0.0199060936988632,0.7398913146577838,0.0512131277878276,0.0693463596851861,0.0,0.0990687578386574,0.0135546459831177,0.0027712830922287
TCGA-A2-A0EM-01A-11R-A034-07,0.0120470174623,0.4330250932846395,0.2745710492492098,0.0909266935560509,0.0789824326762149,0.0333661174979837,0.0517753692255261,0.0,0.0253062270480749
TCGA-AO-A12D-01A-11R-A115-07,0.0087339323402621,0.2879909276445167,0.1194416676840462,0.0564423326752748,0.1074087156353598,0.052501800346569,0.0639497254096369,0.0695152475269004,0.2340156507374336
TCGA-GI-A2C8-01A-11R-A16F-07,0.0173980684058073,0.4366366012964639,0.1118998585637651,0.1122648328697135,0.1479158463408795,0.0,0.0725912168790685,0.0,0.1012935756443019
TCGA-OL-A6VQ-01A-12R-A41B-07,0.0513835966541983,0.4020881537206126,0.0283480913878214,0.154064516634905,0.0520411673912605,0.2123635691502526,0.0170860926243103,0.0,0.082624812436639
TCGA-D8-A1X9-01A-12R-A157-07,0.0028669942459981,0.3821158856634229,0.222570816969276,0.1025972467988106,0.1403507697545807,0.0,0.0586901344490467,0.0,0.0908081521188647
TCGA-A1-A0SB-01A-11R-A144-07,0.0,0.2834661961322286,0.0,0.0260396130586905,0.0104357403430805,0.5756389952493457,0.0653929283444907,0.0390265268721639,0.0
