sample/cell_type,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
TCGA-AR-A24P-01A-11R-A169-07,0.0243481601405755,0.4542446105273397,0.1183103515313594,0.0918369300615404,0.0717758443413994,0.0837170945604847,0.108890384125452,0.0066263942861077,0.0402502304257409
TCGA-AO-A1KQ-01A-11R-A13Q-07,0.0371032177812475,0.1975459988643788,0.4242431128622576,0.034708183852479,0.0609452820001727,0.0,0.0392645589297259,0.0027869210141944,0.2034027246955438
TCGA-D8-A145-01A-11R-A115-07,0.0745020663703847,0.3711798027493333,0.0296574003436206,0.1527004220265148,0.05928258406846,0.1226902289569208,0.0589760295812816,0.0638457983646743,0.0671656675388095
TCGA-AR-A24V-01A-21R-A169-07,0.0060860979297868,0.67645215498832,0.0641989845623508,0.0717417281021467,0.1052571325060108,0.0085141276463693,0.0405408401278409,0.0009278375810596,0.0262810965561146
TCGA-AO-A12F-01A-11R-A115-07,0.0179715043797117,0.2179973162998597,0.3447424947261369,0.1863458517448051,0.0506761420137814,0.0918325242596468,0.0851220649046748,0.0,0.0053121016713833
TCGA-E9-A54X-01A-11R-A266-07,0.0010973044115038,0.0343932937147399,0.8199993183486058,0.0215904188778212,0.0255520285864828,0.0,0.0625921374407189,0.0347754986201272,0.0
TCGA-BH-A0BA-01A-11R-A056-07,0.1245320248693821,0.1961438695647167,0.1117594274703961,0.1796267922702994,0.0347184929641347,0.1730015678985452,0.0548341948837024,0.0224499632669757,0.1029336668118473
TCGA-EW-A1PH-01A-11R-A14M-07,0.0389774445134428,0.2569608006723556,0.1705134936650328,0.0346465428256153,0.0481502840407112,0.3055548213861508,0.0387755608721995,0.0409204574385056,0.065500594585986
TCGA-BH-A209-01A-11R-A157-07,0.1945854948862556,0.09841600503463,0.1317404271473326,0.0468117593717502,0.1183334965566706,0.0,0.019881002165262,0.0247979142408416,0.3654339005972571
TCGA-E9-A2JS-01A-11R-A180-07,0.0,0.3389999480953797,0.4343415793020019,0.0387139295553362,0.0793790492627793,0.0,0.0684657638132089,0.0,0.0400997299712939
