gene_id,baseMean,log2FoldChange,pvalue,padj,symbol
ENSG00000068976.13,9421.791665500128,3.378878435867558,2.5101922519516858e-73,1.3247908755594427e-70,ENSG00000068976.13
ENSG00000173641.17,74856.6611341426,4.816960570895041,2.929032843695684e-73,1.501673295636439e-70,ENSG00000173641.17
ENSG00000077152.9,128475.91167510192,-3.3181212865902063,1.480614764673349e-72,7.380042038138493e-70,ENSG00000077152.9
ENSG00000169607.12,72492.83466590714,-3.552026746380066,6.001946584999418e-72,2.91078187895215e-69,ENSG00000169607.12
ENSG00000131471.6,492500.69091926824,3.9350708607376506,8.549798390172692e-72,4.0373047977173364e-69,ENSG00000131471.6
ENSG00000135451.12,85256.14617712435,-3.7629326495865785,9.84573987402365e-72,4.530050161525138e-69,ENSG00000135451.12
ENSG00000072571.19,87844.31897768614,-3.232843717133123,2.3757709678857836e-71,1.0657708561935627e-68,ENSG00000072571.19
ENSG00000076555.15,338244.8656663098,3.686705093532704,5.61428012636989e-71,2.457137624087349e-68,ENSG00000076555.15
ENSG00000169679.14,163818.29383776998,-3.6323634557676168,6.868977854253973e-71,2.934689014684126e-68,ENSG00000169679.14
ENSG00000183549.10,21391.674969811487,4.005005553305668,1.472314505015737e-70,6.14400266930288e-68,ENSG00000183549.10
ENSG00000112984.11,178174.55672376967,-3.5645690127048013,2.898531358624062e-70,1.1820737886170492e-67,ENSG00000112984.11
ENSG00000170145.4,364618.8356169592,2.329069609584407,7.446671200930959e-70,2.96940151176678e-67,ENSG00000170145.4
ENSG00000122641.10,455190.2588275165,-3.48706768061716,1.277332103367158e-69,4.982705926700062e-67,ENSG00000122641.10
ENSG00000075702.16,72881.03383190866,-3.013735552775839,1.9917487133322946e-69,7.604242321709509e-67,ENSG00000075702.16
ENSG00000186185.13,71333.41924372884,-3.8235558768659472,5.530846221048657e-68,2.0676146789686897e-65,ENSG00000186185.13
ENSG00000134962.6,28605.744241206598,4.400293433311463,2.5260286675633176e-67,9.25042008382779e-65,ENSG00000134962.6
ENSG00000126787.12,105302.85874275341,-3.5407539813958784,2.6010800146940528e-67,9.334755956734016e-65,ENSG00000126787.12
ENSG00000127564.16,320469.83700145694,-3.0759709074385904,4.520714532125063e-67,1.5905823836167083e-64,ENSG00000127564.16
ENSG00000120049.18,86710.73960727814,4.997160609431146,5.5451662897523837e-67,1.9135089212176304e-64,ENSG00000120049.18
ENSG00000025423.11,33604.40831261417,-2.5074874164679755,6.00590149896661e-67,2.033394273536922e-64,ENSG00000025423.11
ENSG00000138180.15,140971.34399828964,-3.581318515085614,8.719823545953687e-67,2.8975650686776474e-64,ENSG00000138180.15
ENSG00000089685.14,272204.4101814895,-3.9788759425218827,9.634050773585325e-67,3.1431528560220924e-64,ENSG00000089685.14
ENSG00000143476.17,172599.35735528226,-3.1024123807705593,1.545504663029433e-66,4.9522385131071696e-64,ENSG00000143476.17
ENSG00000115306.15,2264915.2989631607,2.052632378344619,1.7371093641628723e-66,5.468542180796243e-64,ENSG00000115306.15
ENSG00000152253.8,40498.2803024564,-2.8126141541739744,3.4440369654459423e-66,1.0655137811717583e-63,ENSG00000152253.8
ENSG00000109674.3,20219.032719634593,-3.6648874640930194,4.660208727774553e-66,1.417335345952315e-63,ENSG00000109674.3
ENSG00000108960.7,160538.74123891696,2.728111808881926,6.822828422320418e-66,2.0404805535019596e-63,ENSG00000108960.7
ENSG00000117724.12,688781.0885726005,-3.3605013253667044,1.152413072269889e-65,3.389983634231293e-63,ENSG00000117724.12
ENSG00000166851.14,176916.61629163005,-3.5550949722391665,1.646205965081004e-65,4.764438683453796e-63,ENSG00000166851.14
ENSG00000066279.17,197892.19135721758,-3.7089957103381517,1.9529913297297406e-65,5.562615304868328e-63,ENSG00000066279.17
ENSG00000165304.7,120865.42959937558,-3.8184367105410835,3.469932022921626e-65,9.728821909266509e-63,ENSG00000165304.7
ENSG00000118193.11,76524.71528078658,-3.8112669653920928,4.201858163214266e-65,1.1599714289341046e-62,ENSG00000118193.11
ENSG00000131747.14,963209.3714155067,-3.822032593965668,4.366423880036162e-65,1.1871380318692257e-62,ENSG00000131747.14
ENSG00000171848.13,312679.54804191744,-3.6206231775743776,4.485644691045628e-65,1.2013493781510858e-62,ENSG00000171848.13
ENSG00000174371.16,87704.07401408548,-3.654668399692477,7.565275321580084e-65,1.996342652506368e-62,ENSG00000174371.16
ENSG00000156970.12,125224.13446897009,-3.1555795503908173,1.61435884400554e-64,4.198268854613828e-62,ENSG00000156970.12
ENSG00000186642.15,84716.99052037414,3.232085476255604,4.513521100118151e-64,1.1570088945788586e-61,ENSG00000186642.15
ENSG00000137878.16,138869.96727350476,2.0664104650552644,7.015292616563284e-64,1.7729917001635433e-61,ENSG00000137878.16
ENSG00000165028.11,15078.134516372085,2.836576465571814,7.954880329398507e-64,1.982532953204539e-61,ENSG00000165028.11
ENSG00000170312.15,265930.270700287,-3.2259163292078563,1.643696226065318e-63,4.040340421988502e-61,ENSG00000170312.15
ENSG00000011426.10,292781.98706324276,-3.7305299744993947,3.5108992329273473e-63,8.51345619400653e-61,ENSG00000011426.10
ENSG00000075218.18,74593.4478218465,-3.3120936172142956,6.35515682911005e-63,1.5204924552206767e-60,ENSG00000075218.18
ENSG00000087586.17,152016.23985846643,-3.3479230174751144,1.8310679813021072e-62,4.323247875853291e-60,ENSG00000087586.17
ENSG00000176438.12,128988.08894384508,2.9712880209221852,1.9296476051130708e-62,4.496830730668694e-60,ENSG00000176438.12
ENSG00000138640.14,173541.1928634324,2.3114659095594043,3.350058505821297e-62,7.706852542109917e-60,ENSG00000138640.14
ENSG00000172901.19,12461.974647790024,4.941572363806335,5.30721140061855e-62,1.2054759667430287e-59,ENSG00000172901.19
ENSG00000165810.16,96544.50914314845,4.172714231302412,9.594513985980602e-62,2.152049487055449e-59,ENSG00000165810.16
ENSG00000175445.14,699508.4384856483,4.666819762626651,1.0679048729496985e-61,2.365738893853011e-59,ENSG00000175445.14
ENSG00000213904.8,70102.97252721051,1.6857081925768975,1.4020593439505133e-61,3.0681162033960993e-59,ENSG00000213904.8
ENSG00000165474.5,236379.21007968124,-4.427439788535626,5.143464422725524e-61,1.1119798265227325e-58,ENSG00000165474.5
ENSG00000142945.12,169049.3812599479,-3.5913416149615833,5.6356011857855934e-61,1.203871758068294e-58,ENSG00000142945.12
ENSG00000122952.16,236020.18395243067,-2.664569193367427,5.971918368591378e-61,1.2607070965412196e-58,ENSG00000122952.16
ENSG00000148773.13,640495.9053700326,-3.441938436603313,1.127818493973171e-60,2.353206401843556e-58,ENSG00000148773.13
ENSG00000079435.9,325284.4346749789,4.462072227401416,1.2327371705307105e-60,2.5425558377015024e-58,ENSG00000079435.9
ENSG00000121691.4,614774.1500778011,2.0201668111734157,2.1694333164023954e-60,4.423671753355066e-58,ENSG00000121691.4
ENSG00000123243.14,281160.46931308054,3.942927402929131,2.2043960585897148e-60,4.44445875003751e-58,ENSG00000123243.14
ENSG00000134690.10,134403.21204636755,-3.1818271636505,4.3792713640992925e-60,8.731293928599745e-58,ENSG00000134690.10
ENSG00000164611.12,106415.25786470123,-3.225149991109795,4.7161467733025043e-60,9.299619527487927e-58,ENSG00000164611.12
ENSG00000144130.11,4785.026891746583,-3.378895161663445,1.270427118188052e-58,2.477885240083305e-56,ENSG00000144130.11
ENSG00000080986.12,94236.87961213611,-3.3508038216536167,1.748143392867083e-58,3.3729768861942947e-56,ENSG00000080986.12
ENSG00000075914.12,214835.20117384937,1.7136058091565551,2.5836043226733734e-58,4.931935741069256e-56,ENSG00000075914.12
ENSG00000167779.7,97249.97956849086,3.355912106463226,3.284429423007392e-58,6.203768585941541e-56,ENSG00000167779.7
ENSG00000130876.11,17687.449730393233,4.083906407157117,3.349131122406438e-58,6.260084256298034e-56,ENSG00000130876.11
ENSG00000167900.11,383843.4726973299,-3.2465914969270893,9.520025621891291e-58,1.7611065954558485e-55,ENSG00000167900.11
ENSG00000211445.11,976990.5234492883,4.047417597384779,1.1295652386674141e-57,2.0682570043518448e-55,ENSG00000211445.11
ENSG00000116678.19,132638.66073367253,2.888685253074524,1.1648319160826867e-57,2.1112872628472454e-55,ENSG00000116678.19
ENSG00000134057.14,303152.45265006926,-2.647264044247004,1.4110582481788072e-57,2.5320029205320516e-55,ENSG00000134057.14
ENSG00000196611.4,188993.70255002507,-6.650418194670591,1.841823374500938e-57,3.27224540911335e-55,ENSG00000196611.4
ENSG00000117399.13,208990.61520436226,-3.749208090862369,3.847012510252755e-57,6.767724753330925e-55,ENSG00000117399.13
ENSG00000205726.14,297146.47067139455,1.7815789137165223,1.1763397635807315e-56,2.049343758999286e-54,ENSG00000205726.14
ENSG00000157456.7,140982.83680977407,-3.2471929033494433,1.3277367477642835e-56,2.2908565578732985e-54,ENSG00000157456.7
ENSG00000172156.3,6672.110329607171,-4.179032526122,1.416738863079024e-56,2.421139253246667e-54,ENSG00000172156.3
ENSG00000138160.5,229383.6672717411,-2.6397395347270183,2.392951981461954e-56,4.0464523853955547e-54,ENSG00000138160.5
ENSG00000146670.9,168086.6490224898,-3.238498027663557,2.4128979337791145e-56,4.0464523853955547e-54,ENSG00000146670.9
ENSG00000155886.11,32369.001588099938,-4.821793334658365,3.2597027544308834e-56,5.41593576162109e-54,ENSG00000155886.11
ENSG00000206172.8,64899.684090818715,4.936585297901749,3.3097159192487905e-56,5.448581876605532e-54,ENSG00000206172.8
ENSG00000100526.19,57845.20431112441,-2.921607084901666,4.867266193402493e-56,7.93983859767403e-54,ENSG00000100526.19
ENSG00000170509.11,5797.847723367365,5.191944210420622,9.107326397813237e-56,1.4722690529942409e-53,ENSG00000170509.11
ENSG00000188536.12,123210.68414022675,4.910170654669671,1.0202098786605916e-55,1.634521969882648e-53,ENSG00000188536.12
ENSG00000024526.16,82830.57312782417,-3.5937825602477402,1.1996413892370342e-55,1.9049880609264906e-53,ENSG00000024526.16
ENSG00000035499.12,37116.869319657795,-3.097891614709633,1.2179002579019116e-55,1.9170177392799916e-53,ENSG00000035499.12
ENSG00000101447.14,120458.3045279202,-3.743322486702582,1.757817838372666e-55,2.7428072427616623e-53,ENSG00000101447.14
ENSG00000137807.13,166110.9621117641,-2.7836936460575394,2.855363519605801e-55,4.416951982397111e-53,ENSG00000137807.13
ENSG00000186871.6,44092.823455779755,-2.9364798451919856,3.708588454399941e-55,5.68777019023526e-53,ENSG00000186871.6
ENSG00000145708.10,5244.860667882239,3.726865742831114,5.17581388579647e-55,7.870746132773886e-53,ENSG00000145708.10
ENSG00000174059.16,514997.6663322364,2.1848832560682423,6.3727874320464486e-55,9.609520813499283e-53,ENSG00000174059.16
ENSG00000129173.12,36455.39017080736,-3.5105789937687732,7.103325389572145e-55,1.0621839232540214e-52,ENSG00000129173.12
ENSG00000111206.12,365151.5125586897,-3.4041863907349392,1.1969580190826118e-54,1.7750590656544122e-52,ENSG00000111206.12
ENSG00000099260.10,234866.17914022953,2.846168303928874,1.5037627738276642e-54,2.21176386996423e-52,ENSG00000099260.10
ENSG00000122729.18,356653.1904675023,1.939489822063707,1.5593556474566033e-54,2.274884368939942e-52,ENSG00000122729.18
ENSG00000198901.13,341430.08967331186,-2.771618105984681,2.3024303559712816e-54,3.331839540931345e-52,ENSG00000198901.13
ENSG00000165480.15,61503.643690293,-3.171322736425015,4.141372847873728e-54,5.945023550579694e-52,ENSG00000165480.15
ENSG00000083782.7,16578.28929166209,-5.740768090599927,4.6655900255630915e-54,6.644392652278104e-52,ENSG00000083782.7
ENSG00000113368.11,359580.4517819142,-2.509738564991708,5.121863229823229e-54,7.124551457050235e-52,ENSG00000113368.11
ENSG00000169258.6,60414.17657611443,-2.8735659312678723,5.0957634236872e-54,7.124551457050235e-52,ENSG00000169258.6
ENSG00000076382.16,234234.90337376005,-2.9016293815499052,5.049892270828979e-54,7.124551457050235e-52,ENSG00000076382.16
ENSG00000162073.13,362032.6403154068,-2.706941345878744,5.700055930048086e-54,7.86783104682945e-52,ENSG00000162073.13
ENSG00000263155.5,82491.23482598532,3.3432560894928876,6.530312366181139e-54,8.945032450286592e-52,ENSG00000263155.5
ENSG00000183010.16,689048.4076620844,-2.4089715683124435,6.767651835894505e-54,9.199904889643257e-52,ENSG00000183010.16
ENSG00000144908.13,50530.014399381245,5.093395437424688,9.030282277735712e-54,1.2183412420427792e-51,ENSG00000144908.13
ENSG00000154736.5,135380.5493021076,2.9999618552753127,9.59297606408335e-54,1.2845997201038183e-51,ENSG00000154736.5
ENSG00000171227.6,92411.29814844343,3.0074684055124954,9.702619327921202e-54,1.2896577868164299e-51,ENSG00000171227.6
ENSG00000105971.14,263409.6259593525,2.763024094010675,1.0094763538616318e-53,1.3319149774774354e-51,ENSG00000105971.14
ENSG00000123975.4,184701.30077301429,-2.6259622154832414,1.2283154849083582e-53,1.6088243110361737e-51,ENSG00000123975.4
ENSG00000164330.16,111714.29026254317,2.94482769136342,1.7400642414658183e-53,2.2625878803523654e-51,ENSG00000164330.16
ENSG00000187730.8,20825.169255466375,-3.1069781438801143,1.8845662995034411e-53,2.4328530703805572e-51,ENSG00000187730.8
ENSG00000178999.12,78570.27098490819,-3.568208149683567,1.969096202860949e-53,2.5238187331526337e-51,ENSG00000178999.12
ENSG00000079462.7,360776.69734317664,-2.415112509952106,2.416339129309253e-53,3.07509144229257e-51,ENSG00000079462.7
ENSG00000177234.7,2215.168767140875,-5.582311971766138,2.902732439222814e-53,3.6680725978460685e-51,ENSG00000177234.7
ENSG00000135476.11,108505.72787600137,-2.9196300266184974,2.978501205575525e-53,3.7115434467255016e-51,ENSG00000135476.11
ENSG00000124657.1,2466.680596319812,-5.021749231986002,2.9659287169221137e-53,3.7115434467255016e-51,ENSG00000124657.1
ENSG00000135424.15,160475.951821141,3.4876653029902815,5.360285836362838e-53,6.633446141220329e-51,ENSG00000135424.15
ENSG00000258725.1,57095.1015622173,-2.69545833145015,2.0093021523595857e-52,2.4695149193109867e-50,ENSG00000258725.1
ENSG00000165124.17,270896.74629157374,3.3914158857538137,2.2892823946401204e-52,2.794481856423287e-50,ENSG00000165124.17
ENSG00000149090.11,71421.60832272792,3.4921214513650223,3.415790140856691e-52,4.141414749157599e-50,ENSG00000149090.11
ENSG00000165410.14,116786.14275832707,1.7800896591228976,4.132416057390737e-52,4.976649243880495e-50,ENSG00000165410.14
ENSG00000137727.12,24810.940489016004,3.0075403347271834,4.855680917543252e-52,5.808689225626407e-50,ENSG00000137727.12
ENSG00000101057.15,337378.4352211752,-3.9817215263933177,7.557624911948017e-52,8.981061021191736e-50,ENSG00000101057.15
ENSG00000169744.12,110257.61237470715,2.197032407096385,8.096554377905216e-52,9.558195510337578e-50,ENSG00000169744.12
ENSG00000162407.8,456290.05707235757,1.9758109234677492,9.615298867826271e-52,1.1276923064331673e-49,ENSG00000162407.8
ENSG00000121152.9,95984.71632461969,-2.9593898154322003,1.3797675001065004e-51,1.6076979235007171e-49,ENSG00000121152.9
ENSG00000174804.3,484066.7710527194,2.4450816855122772,1.9102747478511912e-51,2.2114819403510822e-49,ENSG00000174804.3
ENSG00000180354.15,371413.44994990685,2.538389283889473,2.0232057536613025e-51,2.327205387416565e-49,ENSG00000180354.15
ENSG00000170262.12,38085.9228338046,2.3826104368233776,2.1875908489027967e-51,2.4845337300803983e-49,ENSG00000170262.12
ENSG00000163513.17,804867.7714829936,2.270956132642241,2.1876745951443543e-51,2.4845337300803983e-49,ENSG00000163513.17
ENSG00000179921.14,5947.766080425829,2.9514264784345405,2.5206417226229052e-51,2.8446789352670067e-49,ENSG00000179921.14
ENSG00000100162.14,47549.89886223739,-2.805885402468473,3.647971046601571e-51,4.091199528763662e-49,ENSG00000100162.14
ENSG00000164087.7,69722.5732953397,-2.0899071471030157,3.7653122026532523e-51,4.19656907853478e-49,ENSG00000164087.7
ENSG00000153902.13,21707.31078438921,2.6009595784865396,7.044904645753454e-51,7.803319071814813e-49,ENSG00000153902.13
ENSG00000118596.11,67124.7618087928,3.075417095090163,7.956886344907369e-51,8.759409114909069e-49,ENSG00000118596.11
ENSG00000124493.13,59622.02291333149,-5.667076841940351,9.96649283319893e-51,1.0904801670665952e-48,ENSG00000124493.13
ENSG00000162733.16,490300.51961688034,2.622586801519022,1.6233283277693e-50,1.765394152332868e-48,ENSG00000162733.16
ENSG00000171320.14,44141.067100169195,-2.851468965136821,1.814214133586358e-50,1.9610999044020246e-48,ENSG00000171320.14
ENSG00000198624.12,207936.52354539302,2.9344842031762632,2.0636090455629461e-50,2.217329384046797e-48,ENSG00000198624.12
ENSG00000111665.11,94270.55406623907,-2.983117058540602,2.1092816335971229e-50,2.2529136686468317e-48,ENSG00000111665.11
ENSG00000132170.19,101996.65233739975,3.2479806747939373,3.2274782852214933e-50,3.4268562337286666e-48,ENSG00000132170.19
ENSG00000010319.6,219546.80139078718,3.006500056560404,6.245110716163701e-50,6.591898040637732e-48,ENSG00000010319.6
ENSG00000227467.3,2732.1908209767016,3.9016702686031945,6.664451095593801e-50,6.993386576569308e-48,ENSG00000227467.3
ENSG00000143196.4,415511.3082981326,3.762757706197843,6.915964523852481e-50,7.21512019860517e-48,ENSG00000143196.4
ENSG00000104147.8,24632.308331953252,-2.4464336184914512,7.356869124947848e-50,7.630731767518161e-48,ENSG00000104147.8
ENSG00000138316.10,37138.115972670435,-3.215126393802314,9.021133709715587e-50,9.303173752134281e-48,ENSG00000138316.10
ENSG00000051180.16,56890.83903881682,-2.6065521034342494,1.097091914745432e-49,1.1249267038966874e-47,ENSG00000051180.16
ENSG00000170965.9,7016.253490505482,-4.684117822221037,1.3676783383844174e-49,1.3944102331801128e-47,ENSG00000170965.9
ENSG00000004776.12,271733.9288593607,4.3881007135932375,1.4353634828648619e-49,1.4551504144930555e-47,ENSG00000004776.12
ENSG00000127920.5,183253.65955983585,2.2846328502121085,2.9057261539660815e-49,2.929233152065582e-47,ENSG00000127920.5
ENSG00000105664.10,668528.8293615405,-4.202831321566117,3.0451993049341297e-49,3.052684711046817e-47,ENSG00000105664.10
ENSG00000188368.9,78966.632062719,-2.2668845970293185,4.236509560800479e-49,4.2233293088335436e-47,ENSG00000188368.9
ENSG00000093009.9,62049.551818825916,-3.082428339636749,5.9099866359053475e-49,5.859049734513015e-47,ENSG00000093009.9
ENSG00000168477.17,357330.83434500574,3.9399108261594034,6.241170659406455e-49,6.153382764417002e-47,ENSG00000168477.17
ENSG00000266964.5,32134.784143685833,3.8377018065185786,7.586926835186791e-49,7.439334160141627e-47,ENSG00000266964.5
ENSG00000124615.17,144372.2905939864,2.1522805555537707,7.756288098932499e-49,7.564067046045911e-47,ENSG00000124615.17
ENSG00000101003.9,107175.35378490757,-2.5152206696860793,1.1446798296757977e-48,1.1102775602001359e-46,ENSG00000101003.9
ENSG00000261742.5,5486.894606501412,-4.487732838808612,1.1645173825279476e-48,1.1234462318323382e-46,ENSG00000261742.5
ENSG00000106462.10,141580.98300949959,-2.3675884887082574,1.8688600218918867e-48,1.7933061087073804e-46,ENSG00000106462.10
ENSG00000213186.7,313853.5698835368,-1.7941659995087658,3.8270963624474524e-48,3.652841336582824e-46,ENSG00000213186.7
ENSG00000131386.17,112403.1125800913,3.4412174643165336,5.994401939466423e-48,5.691193037131507e-46,ENSG00000131386.17
ENSG00000173208.3,18410.89987576329,3.8759737133253176,6.15677966698029e-48,5.8145923339102275e-46,ENSG00000173208.3
ENSG00000258227.6,39644.23326248671,-3.299668505075882,7.858422532807676e-48,7.382802823492195e-46,ENSG00000258227.6
ENSG00000160161.9,91897.80381316658,-3.468545442273326,1.1243530832451312e-47,1.0508016523828454e-45,ENSG00000160161.9
ENSG00000092853.13,47872.96251425532,-3.0514976689275315,1.2069088091395306e-47,1.1221125218238206e-45,ENSG00000092853.13
ENSG00000152270.8,81779.90942444278,3.6866617673204156,1.900309634714657e-47,1.7576884580061755e-45,ENSG00000152270.8
ENSG00000165891.15,33606.358342394175,-3.268263621836287,2.2844786499042587e-47,2.1021889689170266e-45,ENSG00000165891.15
ENSG00000138778.11,118752.8783106119,-2.697677668345867,3.8592951165062386e-47,3.5332240597238747e-45,ENSG00000138778.11
ENSG00000164283.12,59299.246927042994,-2.866280676756308,9.50953775662462e-47,8.661885558622955e-45,ENSG00000164283.12
ENSG00000069122.18,267535.7963476266,2.018475868184775,2.035131200485085e-46,1.8259197130752183e-44,ENSG00000069122.18
ENSG00000101115.12,21358.96766992701,-3.164794920735211,2.0686526644764036e-46,1.8467613637494818e-44,ENSG00000101115.12
ENSG00000160957.12,165913.83212778022,-2.782891702011639,2.451027956490401e-46,2.1772893886764234e-44,ENSG00000160957.12
ENSG00000185010.13,137838.05062752112,1.8198337879086977,2.9068582519550814e-46,2.5694908607429545e-44,ENSG00000185010.13
ENSG00000175643.8,91964.25891325902,-2.5267435464308408,3.626727693530531e-46,3.1900981241525414e-44,ENSG00000175643.8
ENSG00000265972.5,4029638.7194463233,2.1100461597293876,3.9706014571007655e-46,3.458663715835735e-44,ENSG00000265972.5
ENSG00000169241.17,535560.6819675186,-1.8598783849086127,4.29974735959003e-46,3.7272785806996855e-44,ENSG00000169241.17
ENSG00000182782.7,25906.88584827546,3.307937734126134,5.9883731904064184e-46,5.16612348695446e-44,ENSG00000182782.7
ENSG00000112742.9,94840.71934675469,-3.0650870234722936,7.037689191108605e-46,6.042310758146067e-44,ENSG00000112742.9
ENSG00000169252.5,22335.76617251234,2.893902146417356,7.475536778606703e-46,6.387668188348508e-44,ENSG00000169252.5
ENSG00000124743.5,22316.23934865883,3.256968377894103,1.2088474573345202e-45,1.0280359608725416e-43,ENSG00000124743.5
ENSG00000172061.8,739862.6972518327,-3.5677524095816056,2.0919700033544184e-45,1.7706749877448908e-43,ENSG00000172061.8
ENSG00000154133.14,148864.4879510794,2.011690889892697,2.91122787330948e-45,2.441078175638566e-43,ENSG00000154133.14
ENSG00000114698.14,152522.4655789855,2.1407982641137204,3.302249722722793e-45,2.756072977885479e-43,ENSG00000114698.14
ENSG00000076706.16,832149.998983281,2.0675840997793333,6.231504789626415e-45,5.176764904863722e-43,ENSG00000076706.16
ENSG00000116016.13,1131837.570402035,1.9891289885588128,6.385775062006227e-45,5.2804768531170375e-43,ENSG00000116016.13
ENSG00000170373.8,137517.42796642607,-6.338882808314749,6.95271227916909e-45,5.722911428321566e-43,ENSG00000170373.8
ENSG00000101955.14,130086.57303062044,2.728266960521985,7.678474736450948e-45,6.291440669903005e-43,ENSG00000101955.14
ENSG00000132837.14,11699.159229347602,2.7329081911018873,8.081191810823243e-45,6.5913139024278305e-43,ENSG00000132837.14
ENSG00000189057.10,144322.17741893046,-2.9336734409598133,8.65210442383803e-45,7.025038994631204e-43,ENSG00000189057.10
ENSG00000042286.14,139843.72585137357,1.8281744862465805,8.841408948087864e-45,7.1464073047066955e-43,ENSG00000042286.14
ENSG00000013810.18,260408.26115578428,-2.3027845179589512,9.284793828923995e-45,7.47113634377633e-43,ENSG00000013810.18
ENSG00000157150.4,72920.59904305807,4.7981680135807725,1.3061578245923865e-44,1.0463257144859726e-42,ENSG00000157150.4
ENSG00000051341.13,51200.276135398686,-2.778979077860938,1.4211431006154073e-44,1.1333774132196831e-42,ENSG00000051341.13
ENSG00000119729.11,436606.81969662744,1.550281168618663,2.4009425940205934e-44,1.906305925093165e-42,ENSG00000119729.11
ENSG00000154258.16,60246.81791885492,3.660526005011341,2.7808194309556395e-44,2.1981948840999115e-42,ENSG00000154258.16
ENSG00000146410.11,23475.362075694666,-2.890202308328965,2.810130636926476e-44,2.2116221117986268e-42,ENSG00000146410.11
ENSG00000189129.13,46296.562935872214,3.3941190023924266,2.909972450876999e-44,2.2801985003727892e-42,ENSG00000189129.13
